Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"bwp-SameNumerologyIndicates whether UE supports BWP adaptation (up to 2/4 BWPs) with the same numerology, via DCI and timer. Except for SUL, the UE only supports the same numerology for the active UL and DL BWP. For the UE that is capable of this feature but is not indicating supportOfRedCap-r17 nor supportOfERedCap-r18, the bandwidth of a UE-specific RRC configured DL BWP includes the bandwidth of the CORESET#0 (if CORESET#0 is present) and SSB for PCell and PSCell (if configured). For the UE which is a (e)RedCap UE capable of this feature, the bandwidth of a UE-specific RRC configured DL BWP may not include the bandwidth of the CORESET#0 (if configured) and SSB for PCell. For SCell(s), the bandwidth of the UE-specific RRC configured DL BWP includes SSB, if there is SSB on SCell(s).",Band,No,N/A,N/A
"bwp-WithoutRestrictionIndicates support of BWP operation without bandwidth restriction. The Bandwidth restriction in terms of DL BWP for PCell and PSCell means that the bandwidth of a UE-specific RRC configured DL BWP may not include the bandwidth of CORESET #0 (if configured) and SSB. For SCell(s), it means that the bandwidth of DL BWP may not include SSB.",Band,No,N/A,N/A
"cancelOverlappingPUSCH-r16Indicates whether UE supports the cancellation of the (repetition of the) PUSCHs transmission on all other intra-band serving cell(s). The cancellation of the (repetition of the) PUSCH transmission on a the set of intra-band serving cell(s) includes all symbols from the earliest symbol that is overlapping with the first cancelled symbol of the PUSCH on the serving cell for which the DCI format 2_4 is applicable to. If the UE supports this feature, the UE needs to report pa-PhaseDiscontinuityImpacts and ul-CancellationSelfCarrier-r16.",Band,No,N/A,N/A
"cg-PUSCH-UTO-UCI-Ind-r18Indicates whether the UE supports multiplexing of the unused transmission occasions UCI (UTO-UCI) on a CG-PUSCH.The UE indicating support of this feature shall also indicate support of at least one of configuredUL-GrantType1, configuredUL-GrantType1-v1650, configuredUL-GrantType2, configuredUL-GrantType2-v1650.",Band,No,N/A,N/A
"cg-SDT-r17Indicates whether the UE supports transmission of data and/or signalling over allowed radio bearers in RRC_INACTIVE state via configured grant type 1 (i.e. CG-SDT), as specified in TS 38.331 [9]. Except for NTN bands, UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands and all TDD-FR2 bands respectively. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively.UE supports multiple CG-SDT configurations when a UE indicates the support of this feature and activeConfiguredGrant-r16; otherwise UE only supports one CG-SDT configuration.",Band,No,N/A,N/A
"cg-SDT-PeriodicityExt-r18Indicates whether the UE supports to extend the range of CG-SDT periodicities for MO-SDT and/or MT-SDT, as specified in TS 38.331 [9].A UE supporting this feature shall also indicate the support of ra-InsteadCG-SDT-r18. A UE supporting this feature shall also indicate the support of cg-SDT-r17 or mt-CG-SDT-r18.",Band,No,N/A,N/A
channelBW-DL-IAB-r16Indicates whether the IAB-MT supports channel bandwidth of 100 MHz for a given SCS in FR1 for DL or whether the IAB-MT supports channel bandwidth of 200 MHz for a given SCS in FR2 for DL.,Band,No,N/A,N/A
channelBW-DL-NCR-r18Indicates whether the NCR-MT supports channel bandwidth of 100 MHz for a given SCS in FR1 for DL or whether the NCR-MT supports channel bandwidth of 200 MHz for a given SCS in FR2 for DL.,Band,No,N/A,N/A
channelBW-UL-IAB-r16Indicates whether the IAB-MT supports channel bandwidth of 100 MHz for a given SCS in FR1 for UL or whether the IAB-MT supports channel bandwidth of 200 MHz for a given SCS in FR2 for UL.,Band,No,N/A,N/A
channelBW-UL-NCR-r18Indicates whether the NCR-MT supports channel bandwidth of 100 MHz for a given SCS in FR1 for UL or whether the NCR-MT supports channel bandwidth of 200 MHz for a given SCS in FR2 for UL.,Band,No,N/A,N/A
"channelBWs-DLIndicates for each subcarrier spacing the UE supported channel bandwidths.Absence of the channelBWs-DL (without suffix) for a band or absence of specific scs-XXkHz entry for a supported subcarrier spacing means that the UE supports the channel bandwidths among [5, 10, 15, 20, 25, 30, 40, 50, 60, 80, 100] and [50, 100, 200] that were defined in clause 5.3.5 of TS 38.101-1 version 15.7.0 [2] and TS 38.101-2 version 15.7.0 [3] for the given band or the specific SCS entry. For IAB-MT, to determine whether the IAB-MT supports a channel bandwidth of 100 MHz, the network checks channelBW-DL-IAB-r16. For NCR-MT, to determine whether the NCR-MT supports a channel bandwidth of 100 MHz, the network checks channelBW-DL-NCR-r18.For FR1, the bits in channelBWs-DL (without suffix) starting from the leading / leftmost bit indicate 5, 10, 15, 20, 25, 30, 40, 50, 60 and 80MHz. For FR2, the bits in channelBWs-DL (without suffix) starting from the leading / leftmost bit indicate 50, 100 and 200MHz. The third / rightmost bit (for 200MHz) shall be set to 1, except for NTN bands. For IAB-MT and NCR-MT, the third / rightmost bit (for 200MHz) is ignored. To determine whether the IAB-MT supports a channel bandwidth of 200 MHz, the network checks channelBW-DL-IAB-r16. To determine whether the NCR-MT supports a channel bandwidth of 200 MHz, the network checks channelBW-DL-NCR-r18.For FR1, the leading/leftmost bit in channelBWs-DL-v1590 indicates 70MHz, the second leftmost bit indicates 45MHz, the third leftmost bit indicates 35MHz, the fourth leftmost bit indicates 100MHz, the fifth leftmost bit indicates 7MHz, and all the remaining bits in channelBWs-DL-v1590 shall be set to 0. The fourth leftmost bit (for 100MHz) is not applicable for bands n41, n48, n77, n78, n79 and n90 as defined in TS 38.101-1 [2]. For each band, (e)RedCap UEs shall indicate supporting the maximum of those channel bandwidths that are less than or equal to 20 MHz for FR1 and less than or equal to 100 Mhz for FR2, taking restrictions in TS 38.101-1 [2] and TS 38.101-2 [3] into consideration. For each band, NTN capable UEs shall indicate the supported channel bandwidths for FR1 and FR2, taking restrictions in TS 38.101-5 [34] into consideration.This feature is applicable only for FR1, FR2-1, FR1-NTN and FR2-NTN band, otherwise it is absent.NOTE:To determine whether the UE supports a specific SCS for a given band, the network validates the supportedSubCarrierSpacingDL and the scs-60kHz.To determine whether the UE supports a channel bandwidth of 90 MHz for the band combination with other bandwidth combination set than BCS5, the network may ignore this capability and validate instead the channelBW-90mhz, the supportedBandwidthCombinationSet, the supportedBandwidthCombinationSetIntraENDC, and supportedBandwidthCombinationSetIntraENDC-v1790. To determine whether the UE supports a channel bandwidth of 90 MHz for the band combination with BCS5, the network may ignore this capability and validate instead the channelBW-90mhz, the supportedBandwidthCombinationSet, the supportedBandwidthCombinationSetIntraENDC, supportedAggBW-FR1-r17, and supportedBandwidthCombinationSetIntraENDC-v1790. To determine whether the UE supports a channel bandwidth of 400 MHz, the network may ignore this capability and validate the supportedBandwidthCombinationSet, the supportedBandwidthCombinationSetIntraENDC, the supportedBandwidthDL, and supportedBandwidthCombinationSetIntraENDC-v1790. To determine whether the UE supports a channel bandwidth of 3MHz, the network may ignore this capability and validate instead the support3MHz-ChannelBW-Symmetric-r18, the supportedBandwidthCombinationSet, the asymmetricBandwidthCombinationSet (for a band supporting asymmetric channel bandwidth as defined in clause 5.3.6 of TS 38.101-1 [2] for TN or in clause 5.3.6 of TS 38.101-5 [34] for NTN), the supportedBandwidthDL-v1840 and the supportedMinBandwidthDL-v1840.For serving cell(s) with other channel bandwidths:-If supportedAggBW-FR1-r17 is reported, the network validates the channelBWs-DL, the supportedBandwidthCombinationSet, the supportedBandwidthCombinationSetIntraENDC, the asymmetricBandwidthCombinationSet (for a band supporting asymmetric channel bandwidth as defined in clause 5.3.6 of TS 38.101-1 [2]), supportedBandwidthDL-v1780/supportedBandwidthDL-v1900, supportedMinBandwidthDL-r17/supportedMinBandwidthDL-v1900, supportedAggBW-FR1-r17, and supportedBandwidthCombinationSetIntraENDC-v1790.-Otherwise, the network validates the channelBWs-DL, the supportedBandwidthCombinationSet, the supportedBandwidthCombinationSetIntraENDC, the asymmetricBandwidthCombinationSet (for a band supporting asymmetric channel bandwidth as defined in clause 5.3.6 of TS 38.101-1 [2]), supportedBandwidthDL/supportedBandwidthDL-v1710/supportedBandwidthDL-v1900, supportedMinBandwidthDL-r17/supportedMinBandwidthDL-v1900, supportedAggBW-FR2-r17, and supportedBandwidthCombinationSetIntraENDC-v1790.",Band,Yes,N/A,N/A
"channelBWs-DL-SCS-120kHz-FR2-2-r17Indicates the UE supported channel bandwidths in DL for the SCS 120kHz.The bits in channelBWs-DL-SCS-120kHz-FR2-2 starting from the leading / leftmost bit indicate 100 and 400MHz.100 and 400 MHz are mandatory channel bandwidths if the UE supports 120 kHz SCS (i.e. the bit for 100 and 400MHz shall always be set to 1).UE supporting this feature shall also indicate support of dl-FR2-2-SCS-120kHz-r17.NOTE:To determine whether the UE supports a SCS 120kHz for a given band, the network validates the supportedSubCarrierSpacingDL.To determine the supported carrier bandwidths, the network validates the channelBWs-DL-SCS-120kHz-FR2-2-r17, the supportedBandwidthCombinationSet and the supportedBandwidthDL-v1710.",Band,CY,N/A,N/A
"channelBWs-DL-SCS-480kHz-FR2-2-r17Indicates the UE supported channel bandwidths in DL for the SCS 480kHz.The bits in channelBWs-DL-SCS-480kHz-FR2-2 starting from the leading / leftmost bit indicate 400, 800 and 1600MHz.400 MHz is a mandatory channel bandwidth if the UE supports 480 kHz SCS (i.e. the bit for 400MHz shall always be set to 1).UE supporting this feature shall also indicate support of dl-FR2-2-SCS-480kHz-r17.NOTE:To determine whether the UE supports a SCS 480kHz for a given band, the network validates the supportedSubCarrierSpacingDL.To determine the supported carrier bandwidths, the network validates the channelBWs-DL-SCS-480kHz-FR2-2-r17, the supportedBandwidthCombinationSet and supportedBandwidthDL-v1710.",Band,CY,N/A,N/A
"channelBWs-DL-SCS-960kHz-FR2-2-r17Indicates the UE supported channel bandwidths in DL for the SCS 960kHz.The bits in channelBWs-DL-SCS-960kHz-FR2-2 starting from the leading / leftmost bit indicate 400, 800,1600 and 2000MHz.400 MHz is a mandatory channel bandwidth if the UE supports 960 kHz SCS (i.e. the bit for 400MHz shall always be set to 1).UE supporting this feature shall also indicate support of dl-FR2-2-SCS-960kHz-r17.NOTE:To determine whether the UE supports a SCS 960kHz for a given band, the network validates the supportedSubCarrierSpacingDL.To determine the supported carrier bandwidths, the network validates the channelBWs-DL-SCS-960kHz-FR2-2-r17, the supportedBandwidthCombinationSet and supportedBandwidthDL-v1710.",Band,CY,N/A,N/A
"channelBWs-ULIndicates for each subcarrier spacing the UE supported channel bandwidths.Absence of the channelBWs-UL (without suffix) for a band or absence of specific scs-XXkHz entry for a supported subcarrier spacing means that the UE supports the channel bandwidths among [5, 10, 15, 20, 25, 30, 40, 50, 60, 80, 100] and [50, 100, 200] that were defined in clause 5.3.5 of TS 38.101-1 version 15.7.0 [2] and TS 38.101-2 version 15.7.0 [3] for the given band or the specific SCS entry. For IAB-MT, to determine whether the IAB-MT supports a channel bandwidth of 100 MHz, the network checks channelBW-UL-IAB-r16. For NCR-MT, to determine whether the NCR-MT supports a channel bandwidth of 100 MHz, the network checks channelBW-UL-NCR-r18.For FR1, the bits in channelBWs-UL (without suffix) starting from the leading / leftmost bit indicate 5, 10, 15, 20, 25, 30, 40, 50, 60 and 80MHz. For FR2, the bits in channelBWs-UL (without suffix) starting from the leading / leftmost bit indicate 50, 100 and 200MHz. The third / rightmost bit (for 200MHz) shall be set to 1, except for NTN bands. For IAB-MT and NCR-MT, the third / rightmost bit (for 200MHz) is ignored. To determine whether the IAB-MT supports a channel bandwidth of 200 MHz, the network checks channelBW-UL-IAB-r16. To determine whether the NCR-MT supports a channel bandwidth of 200 MHz, the network checks channelBW-UL-NCR-r18.For FR1, the leading/leftmost bit in channelBWs-UL-v1590 indicates 70 MHz, the second leftmost bit indicates 45MHz, the third leftmost bit indicates 35MHz, the fourth leftmost bit indicates 100MHz, the fifth leftmost bit indicates 7MHz, and all the remaining bits in channelBWs-UL-v1590 shall be set to 0. The fourth leftmost bit (for 100MHz) is not applicable for bands n41, n48, n77, n78, n79 and n90 as defined in TS 38.101-1 [2]. For each band, (e)RedCap UEs shall indicate supporting the maximum of those channel bandwidths that are less than or equal to 20 MHz for FR1 and less than or equal to 100 Mhz for FR2, taking restrictions in TS 38.101-1 [2] and TS 38.101-2 [3] into consideration. For each band, NTN capable UEs shall indicate the supported channel bandwidths for FR1 and FR2, taking restrictions in TS 38.101-5 [34] into consideration.This feature is applicable only for FR1, FR2-1, FR1-NTN and FR2-NTN band, otherwise it is absent.NOTE 1:To determine whether the UE supports a specific SCS for a given band, the network validates the supportedSubCarrierSpacingUL and the scs-60kHz.To determine whether the UE supports a channel bandwidth of 90 MHz for the band combination with other bandwidth combination set than BCS5, the network may ignore this capability and validate instead the channelBW-90mhz, the supportedBandwidthCombinationSet, the supportedBandwidthCombinationSetIntraENDC, and supportedBandwidthCombinationSetIntraENDC-v1790. To determine whether the UE supports a channel bandwidth of 90 MHz for the band combination with BCS5, the network may ignore this capability and validate instead the channelBW-90mhz, the supportedBandwidthCombinationSet, the supportedBandwidthCombinationSetIntraENDC, supportedAggBW-FR1-r17, and supportedBandwidthCombinationSetIntraENDC-v1790. To determine whether the UE supports a channel bandwidth of 400 MHz, the network may ignore this capability and validate the supportedBandwidthCombinationSet, the supportedBandwidthCombinationSetIntraENDC, the supportedBandwidthUL, and supportedBandwidthCombinationSetIntraENDC-v1790. To determine whether the UE supports a channel bandwidth of 3MHz, the network may ignore this capability and validate instead the support3MHz-ChannelBW-Symmetric-r18, support3MHz-ChannelBW-Asymmetric-r18, the supportedBandwidthCombinationSet, the asymmetricBandwidthCombinationSet (for a band supporting asymmetric channel bandwidth as defined in clause 5.3.6 of TS 38.101-1 [2]), the supportedBandwidthUL-v1840 and the supportedMinBandwidthUL-v1840.For serving cell(s) with other channel bandwidths:-If supportedAggBW-FR1-r17 is reported, the network validates the channelBWs-UL, the supportedBandwidthCombinationSet, the supportedBandwidthCombinationSetIntraENDC, the asymmetricBandwidthCombinationSet (for a band supporting asymmetric channel bandwidth as defined in clause 5.3.6 of TS 38.101-1 [2] for TN or in clause 5.3.6 of TS 38.101-5 [34] for NTN), supportedBandwidthUL-v1780/supportedBandwidthUL-v1900, supportedMinBandwidthUL-r17/supportedMinBandwidthUL-v1900, supportedAggBW-FR1-r17, and supportedBandwidthCombinationSetIntraENDC-v1790.-Otherwise, the network validates the channelBWs-UL, the supportedBandwidthCombinationSet, the supportedBandwidthCombinationSetIntraENDC, the asymmetricBandwidthCombinationSet (for a band supporting asymmetric channel bandwidth as defined in clause 5.3.6 of TS 38.101-1 [2]), supportedBandwidthUL/supportedBandwidthUL-v1710/supportedBandwidthUL-v1900, supportedMinBandwidthUL-r17/supportedMinBandwidthUL-v1900, supportedAggBW-FR2-r17, and supportedBandwidthCombinationSetIntraENDC-v1790.NOTE 2:For SRS carrier switching to a PUSCH-less cell, to determine whether the UE supports a channel bandwidth 90MHz/400MHz for SRS configuration, the network validates the supported DL bandwidth, e.g. if the 90MHz is supported by the downlink, the network can configure SRS with 90MHz on the PUSCH-less carrier. SRS carrier switching on PUSCH-less SCells is not supported when channel bandwidth configured for DL is not supported in UL according to channelBWs-UL.",Band,Yes,N/A,N/A
