E-UTRA CA configuration / Bandwidth combination set,,,,,,,,,,
E-UTRA CA Configuration,Uplink CA configurations (NOTE 5),E-UTRA Bands,1.4MHz,3MHz,5MHz,10MHz,15MHz,20MHz,Maximum aggregated bandwidth[MHz],Bandwidth combination set
,,42,See CA_42D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,3,,,Yes,Yes,Yes,Yes,,
CA_3A-28A-32A,-,28,,,Yes,Yes,Yes,Yes,60,0
,,32,,,Yes,Yes,Yes,Yes,,
CA_3A-28A-38A,-,3,,,Yes,Yes,Yes,Yes,60,0
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3C-28A-38A,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-28A-40A,CA_3A-28A6CA_3A-40ACA_28A-40A,3,,,Yes,Yes,Yes,Yes,60,0
,,28,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_3A-28A-40A-40A,CA_3A-28A6CA_3A-40ACA_28A-40A,3,,,Yes,Yes,Yes,Yes,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
CA_3A-28A-40C,CA_3A-28A6,3,,,Yes,Yes,Yes,Yes,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_3A-28A-40D,-,3,,,Yes,Yes,Yes,Yes,100,0
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-28A-41A,CA_3A-41A,3,,,Yes,Yes,Yes,Yes,60,0
,,28,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_3A-28A-41C,CA_3A-41A,3,,,Yes,Yes,Yes,Yes,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,41,See CA_41C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-28A-42A,CA_3A-28A6 CA_3A-42A CA_28A-42A,3,,,Yes,Yes,Yes,Yes,50,0
,,28,,,Yes,Yes,,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-28A-42A-42A,-,3,,,Yes,Yes,Yes,Yes,70,0
,,28,,,Yes,Yes,,,,
,,42,See CA_42A-42A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_3A-28A-42C,CA_3A-28A6 CA_3A-42A CA_28A-42A CA_42C,3,,,Yes,Yes,Yes,Yes,70,0
,,28,,,Yes,Yes,,,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-28A-42A-42C,CA_42C,3,,,Yes,Yes,Yes,Yes,90,0
,,28,,,Yes,Yes,,,,
,,42,See CA_42A-42C Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_3A-28A-42C-42C,CA_42C,3,,,Yes,Yes,Yes,Yes,110,0
,,28,,,Yes,Yes,,,,
,,42,See CA_42C-42C Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_3A-28A-42D,-,3,,,Yes,Yes,Yes,Yes,90,0
,,28,,,Yes,Yes,,,,
,,42,See CA_42D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-28A-71A,-,3,,,Yes,Yes,Yes,Yes,60,0
,,28,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_3C-28A-71A,-,3,See CA_3C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_3A-32A-38A,-,3,,,Yes,Yes,Yes,Yes,60,0
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3C-32A-38A,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,80,0
,,32,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-32A-42A,-,3,,,Yes,Yes,Yes,,55,0
,,32,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-32A-43A,-,3,,,Yes,Yes,Yes,,55,0
,,32,,,Yes,Yes,Yes,Yes,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_3A-32A-46A,-,3,,,Yes,Yes,Yes,Yes,60,0
,,32,,,Yes,Yes,Yes,Yes,,
,,46,,,,,,Yes,,
CA_3A-32A-46C,-,3,,,Yes,Yes,Yes,Yes,80,0
,,32,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46C in Table 5.6A.1-1 of TS 36.101 Bandwidth Combination Set 0,,,,,,,
CA_3A-32A-46D,-,3,,,Yes,Yes,Yes,Yes,100,0
,,32,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46D in Table 5.6A.1-1 of TS 36.101 Bandwidth Combination Set 0,,,,,,,
CA_3A-32A-46E,-,3,,,Yes,Yes,Yes,Yes,120,0
,,32,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46E in Table 5.6A.1-1 of TS 36.101 Bandwidth Combination Set 0,,,,,,,
CA_3A-38A-40A,-,3,,,Yes,Yes,Yes,Yes,60,0
,,38,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_3A-40A-41A,-,3,Yes,Yes,Yes,Yes,Yes,Yes,60,0
,,40,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_3A-41A-42A,CA_3A-41A CA_41A-42A CA_3A-42A,3,,,Yes,Yes,Yes,Yes,60,0
,,41,,,,Yes,Yes,Yes,,
,,42,,,,Yes,Yes,Yes,,
CA_3A-41A-42A-42A,-,3,,,Yes,Yes,Yes,Yes,80,0
,,41,,,,Yes,Yes,Yes,,
,,42,See CA_42A-42A Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,
CA_3A-41A-42C,CA_3A-41A CA_3A-42C CA_3A-42A CA_41A-42A CA_41A-42C CA_42C,3,,,Yes,Yes,Yes,Yes,80,0
,,41,,,,Yes,Yes,Yes,,
,,42,See CA_42C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_3A-41A-42A-42C,CA_42C,3,,,Yes,Yes,Yes,Yes,100,0
,,41,,,,Yes,Yes,Yes,,
,,42,See CA_42A-42C Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,
CA_3A-41A-42C-42C,CA_42C,3,,,Yes,Yes,Yes,Yes,120,0
,,41,,,,Yes,Yes,Yes,,
,,42,See CA_42C-42C Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,
CA_3A-41C-42A,CA_3A-41A CA_3A-41C CA_3A-42A CA_41A-42A CA_41C CA_41C-42A,3,,,Yes,Yes,Yes,Yes,80,0
,,41,See CA_41C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,42,,,,Yes,Yes,Yes,,
CA_3A-41C-42C,CA_3A-41A CA_3A-41C CA_3A-42A CA_3A-42C CA_41A-42A CA_41A-42C CA_41C CA_41C-42A CA_42C,3,,,Yes,Yes,Yes,Yes,100,0
,,41,See CA_41C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,42,See CA_42C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_3A-42A-43A,-,3,,,Yes,Yes,Yes,,55,0
,,42,,,Yes,Yes,Yes,Yes,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_4A-5A-12A,-,4,,,Yes,Yes,Yes,Yes,40,0
,,5,,,Yes,Yes,,,,
,,12,,,Yes,Yes,,,,
CA_4A-5A-12A-12A,-,4,,,Yes,Yes,Yes,Yes,40,0
,,5,,,Yes,Yes,,,,
,,12,See CA_12A-12A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_4A-5A-12B,-,4,,,Yes,Yes,Yes,Yes,45,0
,,5,,,Yes,Yes,,,,
,,12,See CA_12B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_4A-4A-5A-12A,-,4,See CA_4A-4A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,60,0
,,5,,,Yes,Yes,,,,
,,12,,,Yes,Yes,,,,
CA_4A-5A-13A,CA_4A-13A6,4,,,Yes,Yes,Yes,Yes,40,0
,,5,,,Yes,Yes,,,,
,,13,,,,Yes,,,,
CA_4A-5A-29A,-,4,,,Yes,Yes,Yes,Yes,40,0
,,5,,,Yes,Yes,,,,
,,29,,,Yes,Yes,,,,
CA_4A-5A-30A,-,4,,,Yes,Yes,Yes,Yes,40,0
,,5,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_4A-4A-5A-30A,-,4,See CA_4A-4A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,60,0
,,5,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_4A-4A-5B-30A,-,4,See CA_4A-4A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,5,See CA_5B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,30,,,Yes,Yes,,,,
CA_4A-5B-30A,-,4,,,Yes,Yes,Yes,Yes,50,0
,,5,See CA_5B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,30,,,Yes,Yes,,,,
CA_4A-7A-12A,-,4,,,Yes,Yes,,,40,0
,,7,,,Yes,Yes,Yes,Yes,,
,,12,,,Yes,Yes,,,,
,,4,,,Yes,Yes,Yes,Yes,50,1
,,7,,,Yes,Yes,Yes,Yes,,
,,12,,,Yes,Yes,,,,
CA_4A-7A-28A,-,4,,,Yes,Yes,Yes,Yes,60,0
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_4A-12A-30A,CA_4A-12A,4,,,Yes,Yes,Yes,Yes,40,0
,,12,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_4A-4A-12A-30A,-,4,See CA_4A-4A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,60,0
,,12,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_4A-29A-30A,-,4,,,Yes,Yes,Yes,Yes,40,0
,,29,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_4A-4A-29A-30A,-,4,See CA_4A-4A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,60,0
,,29,,,Yes,Yes,,,,
,,30,,,Yes,Yes,,,,
CA_5A-7A-28A,-,5,,,Yes,Yes,,,50,0
,,7,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_5A-7A-7A-28A,-,5,Yes,Yes,Yes,Yes,,,70,0
,,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
CA_5A-7C-28A,-,5,,,Yes,Yes,,,70,0
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_5A-7A-46A,CA_5A-7A,5,,,Yes,Yes,,,50,0
,,7,,,,Yes,Yes,Yes,,
,,46,,,,,,Yes,,
CA_5A-7A-46C,CA_5A-7A,5,,,Yes,Yes,,,70,0
,,7,,,,Yes,Yes,Yes,,
,,46,See CA_46C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
CA_5A-7A-46D,-,5,,,Yes,Yes,,,90,0
,,7,,,,Yes,Yes,Yes,,
,,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_5A-7A-66A,-,5,,,Yes,Yes,,,50,0
,,7,,,,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5A-7A-7A-66A,-,5,,,Yes,Yes,,,70,0
,,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5A-7A-66A-66A,-,5,,,Yes,Yes,,,70,0
,,7,,,,Yes,Yes,Yes,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_5A-7C-66A,-,5,,,Yes,Yes,,,70,0
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5A-7C-66A-66A,-,5,,,Yes,Yes,,,90,0
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_5A-12A-46A,-,5,,,Yes,Yes,,,40,0
,,12,,,Yes,Yes,,,,
,,46,,,,,,Yes,,
CA_5A-12A-46C,-,5,,,Yes,Yes,,,60,0
,,12,,,Yes,Yes,,,,
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_5A-12A-46D,-,5,,,Yes,Yes,,,80,0
,,12,,,Yes,Yes,,,,
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_5A-12A-48A,-,5,,,Yes,Yes,,,40,0
,,12,,,Yes,Yes,,,,
,,48,,,Yes,Yes,Yes,Yes,,
CA_5A-12A-48C,-,5,,,Yes,Yes,,,60,0
,,12,,,Yes,Yes,,,,
,,48,See CA_48C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
CA_5A-12A-48D,-,5,,,Yes,Yes,,,80,0
,,12,,,Yes,Yes,,,,
,,48,See the CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,
CA_5A-30A-66A,-,5,,,Yes,Yes,,,40,0
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5A-30A-66A-66A,-,5,,,Yes,Yes,,,60,0
,,30,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_5B-30A-66A,-,5,See CA_5B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,50,0
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5B-30A-66A-66A,-,5,See CA_5B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,70,0
,,30,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_5A-46A-66A,-,5,,,Yes,Yes,,,50,0
,,46,,,,,,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5A-46E-66A,-,5,,,Yes,Yes,,,110,0
,,46,See CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5A-46A-66A-66A,-,5,,,Yes,Yes,,,70,0
,,46,,,,,,Yes,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_5A-46C-66A-66A,-,5,,,Yes,Yes,,,90,0
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_5A-46D-66A-66A,-,5,,,Yes,Yes,,,110,0
,,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_5A-46E-66A-66A,-,5,,,Yes,Yes,,,130,0
,,46,See CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_7A-8A-20A,-,7,,,,Yes,Yes,Yes,40,0
,,8,,Yes,Yes,Yes,,,,
,,20,,,Yes,Yes,,,,
CA_7A-8A-32A,-,7,,,Yes,Yes,Yes,Yes,50,0
,,8,Yes,Yes,Yes,Yes,,,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_7A-8A-38A13,-,7,,,,Yes,Yes,Yes,50,0
,,8,,,Yes,Yes,,,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_7A-8A-40A,-,7,,,Yes,Yes,Yes,Yes,50,0
,,8,,,Yes,Yes,,,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_5A-12A-66A,-,5,,,Yes,Yes,,,40,0
,,12,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5A-40A-41A,-,5,,,Yes,Yes,,,50,0
,,40,,,,Yes,,Yes,,
,,41,,,,,,Yes,,
CA_5A-46C-66A,-,5,,,Yes,Yes,,,70,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5A-46D-66A,CA_5A-46ACA_5A-66A,5,,,Yes,Yes,,,90,0
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5A-48A-66A,CA_48A-66ACA_5A-66ACA_5A-48A,5,,,Yes,Yes,,,50,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_5A-48A-66A-66A,CA_48A-66ACA_5A-66ACA_5A-48A,5,,,Yes,Yes,,,70,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_5A-48C-66A,CA_48A-66ACA_5A-66ACA_5A-48A,5,,,Yes,Yes,,,70,0
,,48,See CA_48C Bandwidth combination set 0 in Table 1.6A.1-1,,,,,,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_5A-48C-66A-66A,CA_48A-66ACA_5A-66ACA_5A-48A,5,,,Yes,Yes,,,90,0
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_5A-48D-66A,CA_48A-66ACA_5A-48A,5,,,Yes,Yes,,,90,0
,,48,See CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_5A-48D-66A-66A,CA_48A-66ACA_5A-66ACA_5A-48A,5,,,Yes,Yes,,,110,0
,,48,See CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_7A-8A-28A,-,7,,,Yes,Yes,Yes,Yes,50,0
,,8,Yes,Yes,Yes,Yes,,,,
,,28,,Yes,Yes,Yes,Yes,Yes,,
CA_7A-8A-40C,-,7,,,Yes,Yes,Yes,Yes,70,0
,,8,,,Yes,Yes,,,,
,,40,See CA_40C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_7A-12A-66A,-,7,,,Yes,Yes,Yes,Yes,50,0
,,12,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7A-12A-66A-66A,-,7,,,Yes,Yes,Yes,Yes,70,0
,,12,,,Yes,Yes,,,,
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_7A-12B-66A,-,7,,,Yes,Yes,Yes,Yes,55,0
,,12,See CA_12B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7A-12A-71A,-,7,,,Yes,Yes,Yes,Yes,40,0
,,12,,,Yes,Yes,,,,
,,71,,,Yes,Yes,,,,
CA_7A-13A-66A,-,7,,,Yes,Yes,Yes,Yes,50,0
,,13,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7A-7A-13A-66A,-,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,70,0
,,13,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7C-13A-66A,-,7,See CA_7C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,70,0
,,13,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7A-20A-28A12,-,7,,,Yes,Yes,Yes,Yes,60,0
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_7C-20A-28A12,-,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,80,0
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_7A-20A-32A,CA_7A-20A,7,,,,Yes,Yes,Yes,60,0
,,20,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_7C-20A-32A,CA_7CCA_7A-20A,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_7A-20A-38A8,-,7,,,,Yes,Yes,Yes,60,0
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_7C-20A-38A8,-,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_7A-25A-66A,-,7,,,Yes,Yes,Yes,Yes,60,0
,,25,Yes,Yes,Yes,Yes,Yes,Yes,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_7A-7A-25A-66A,-,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,80,0
,,25,Yes,Yes,Yes,Yes,Yes,Yes,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_7C-25A-66A,-,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,80,0
,,25,Yes,Yes,Yes,Yes,Yes,Yes,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_7A-25A-25A-66A,-,7,,,Yes,Yes,Yes,Yes,80,0
,,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_7A-7A-25A-25A-66A,-,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,100,0
,,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_7C-25A-25A-66A,-,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,100,0
,,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,66,Yes,Yes,Yes,Yes,Yes,Yes,,
CA_7A-26A-66A,-,7,,,Yes,Yes,Yes,Yes,55,0
,,26,,Yes,Yes,Yes,Yes,,,
,,66,,Yes,Yes,Yes,Yes,Yes,,
CA_7A-28A-32A,CA_7A-28A,7,,,Yes,Yes,Yes,Yes,60,0
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_7C-28A-32A,-,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,80,0
,,28,,Yes,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_7A-28A-40A,CA_7A-28ACA_7A-40ACA_28A-40A,7,,,Yes,Yes,Yes,Yes,60,0
,,28,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_7A-28A-40A-40A,CA_7A-28ACA_7A-40ACA_28A-40A,7,,,Yes,Yes,Yes,Yes,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
CA_7A-28A-40C,CA_7A-28ACA_7A-40ACA_28A-40A,7,,,Yes,Yes,Yes,Yes,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_7A-28A-40D,CA_7A-28ACA_7A-40ACA_28A-40A,7,,,Yes,Yes,Yes,Yes,100,0
,,28,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_7A-20A-42A,-,7,,,,Yes,Yes,Yes,60,0
,,20,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_7A-28A-38A14,-,7,,,,Yes,Yes,Yes,60,0
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_7C-28A-38A14,-,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_7A-28A-66A,-,7,,,Yes,Yes,Yes,Yes,60,0
,,28,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7C-28A-66A,-,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,80,0
,,28,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7A-29A-66A,-,7,,,Yes,Yes,Yes,Yes,50,0
,,29,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7A-7A-29A-66A,-,7,See CA_7A-7A Bandwidth combination set 1 in table 5.6A.1-3,,,,,,70,0
,,29,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7C-29A-66A,-,7,See CA_7C Bandwidth combination set 2 in table 5.6A.1-1,,,,,,70,0
,,29,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7A-30A-66A,-,7,,,Yes,Yes,Yes,Yes,50,0
,,30,,,Yes,Yes,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7A-32A-46A,-,7,,,,Yes,Yes,Yes,60,0
,,32,,,Yes,Yes,Yes,Yes,,
,,46,,,,,,Yes,,
CA_7A-32A-46C,-,7,,,,Yes,Yes,Yes,80,0
,,32,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46C in Table 5.6A.1-1 of TS 36.101 Bandwidth Combination Set 0,,,,,,,
CA_7A-32A-46D,-,7,,,,Yes,Yes,Yes,100,0
,,32,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46D in Table 5.6A.1-1 of TS 36.101 Bandwidth Combination Set 0,,,,,,,
CA_7A-32A-46E,-,7,,,,Yes,Yes,Yes,120,0
,,32,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46E in Table 5.6A.1-1 of TS 36.101 Bandwidth Combination Set 0,,,,,,,
CA_7A-38A-66A17,-,7,,,Yes,Yes,Yes,Yes,60,0
,,38,,,Yes,Yes,Yes,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
,,7,,,Yes,Yes,Yes,Yes,,
CA_7A-38C-66A17,-,38,See CA_38C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,80,0
,,66,,,Yes,Yes,Yes,Yes,,
CA_7A-46A-66A,-,7,,,Yes,Yes,Yes,Yes,60,0
,,46,,,,Yes,,Yes,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_7A-66A-71A,-,7,,,Yes,Yes,Yes,Yes,60,0
