E-UTRA CA configuration / Bandwidth combination set,,,,,,,,,,,,,,,,
E-UTRA CA Configuration,Uplink CA configurations (NOTE 4),E-UTRA Bands,1.4MHz,3MHz,,5MHz,,10MHz,,15MHz,,,,20MHz,Maximum aggregated bandwidth[MHz],Bandwidth combination set
,,48,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_30A-66A,CA_30A-66A,30,,,,Yes,,Yes,,,,,,,30,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_30A-66A-66A,,30,,,,Yes,,Yes,,,,,,,50,0
,,66,See CA_66A-66A Bandwidth Combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_30A-66A-66A-66A,-,30,,,,Yes,,Yes,,,,,,,70,0
,,66,See CA_66A-66A-66A Bandwidth Combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_32A-38A,-,32,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,38,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_32A-42A,-,32,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,42,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_32A-43A,-,32,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,43,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_32A-46A,-,32,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,46,,,,,,Yes,,,,,,Yes,,
CA_32A-46C,-,32,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,46,See CA_46C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_32A-46D,-,32,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,46,See CA_46D Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_32A-46E,-,32,,,,Yes,,Yes,,Yes,,,,Yes,100,0
,,46,See CA_46E Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_34A-39A,,34,,,,Yes,,Yes,,Yes,,,,,35,0
,,39,,,,,,Yes,,Yes,,,,Yes,,
CA_34A-41A,,34,,,,Yes,,Yes,,Yes,,,,,35,0
,,41,,,,,,,,,,,,Yes,,
CA_38A-40A,-,38,,,,,,Yes,,,,,,Yes,40,0
,,40,,,,,,Yes,,,,,,Yes,,
,,38,,,,,,Yes,,Yes,,,,Yes,40,1
,,40,,,,,,Yes,,Yes,,,,Yes,,
CA_38A-40A-40A,-,38,,,,,,Yes,,,,,,Yes,60,0
,,40,See CA_40A-40A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
,,38,,,,,,,,Yes,,Yes,,Yes,60,1
,,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_38A-40C,-,38,,,,,,Yes,,,,,,Yes,60,0
,,40,See CA_40C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
,,38,,,,,,Yes,,Yes,,,,Yes,60,1
,,40,See CA_40C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_38A-40D,-,38,,,,,,Yes,,Yes,,,,Yes,80,0
,,40,See CA_40D Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_38A-66A,-,38,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_38C-66A,-,38,See CA_38C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_39A-40A,-,39,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,40,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_39A-40C,-,39,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,40,See CA_40C Bandwidth Combination Set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_39A-40D,-,39,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,40,See CA_40D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_39A-40E,-,39,,,,Yes,,,,Yes,,Yes,,Yes,100,0
,,40,See the CA_40E Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_39C-40A,-,39,See CA_39C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,55,0
,,40,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_39C-40C,-,39,See CA_39C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,75,0
,,40,See CA_40C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_39C-40D,-,39,See the CA_39C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,95,0
,,40,See the CA_40D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_39A-41A,CA_39A-41A,39,,,,,,Yes,,Yes,,,,Yes,40,0
,,41,,,,,,,,,,,,Yes,,
CA_39A-41C,CA_41CCA_39A-41ACA_39A-41C,39,,,,,,Yes,,Yes,,,,Yes,60,0
,,41,,,,,,,,,,,,Yes,,
,,41,,,,,,,,,,,,Yes,,
CA_39A-41D,CA_41CCA_39A-41A,39,,,,,,Yes,,Yes,,,,Yes,80,0
,,41,,,,,,,,,,,,Yes,,
,,41,,,,,,,,,,,,Yes,,
,,41,,,,,,,,,,,,Yes,,
CA_39C-41A,CA_39CCA_39A-41ACA_39C-41A,39,See CA_39C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,55,0
,,41,,,,,,,,,,,,Yes,,
CA_39C-41C,CA_39CCA_41CCA_39A-41A,39,See CA_39C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,75,0
,,41,,,,,,,,,,,,Yes,,
,,41,,,,,,,,,,,,Yes,,
CA_39C-41D,-,39,See CA_39C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,95,0
,,41,See CA_41D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_39A-42A,-,39,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,42,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_39A-42C,-,39,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,42,See CA_42C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_39A-42D,-,39,,,,Yes,,,,Yes,,Yes,,Yes,80,0
,,42,See CA_42D Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_39A-42E,-,39,,,,Yes,,Yes,,Yes,,,,Yes,100,0
,,42,See the CA_42E Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_39C-42A,-,39,See CA_39C Bandwidth Combination Set 0 in the Table 5.6A.1-1,,,,,,,,,,,,55,0
,,42,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_39C-42C,-,39,See CA_39C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,75,0
,,42,See CA_42C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_39C-42D,-,39,See the CA_39C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,95,0
,,42,See the CA_42D Bandwidth combination set 1 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_39A-46A,-,39,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,46,,,,,,,,,,,,Yes,,
CA_39A-46C,-,39,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_39A-46D,-,39,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,46,See the CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_39A-46E,-,39,,,,Yes,,Yes,,Yes,,,,Yes,100,0
,,46,See CA_46E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_39C-46A,-,39,See CA_39C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,55,0
,,46,,,,,,,,,,,,Yes,,
CA_39C-46C,-,39,See CA_39C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,75,0
,,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_39C-46D,-,39,See CA_39C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,95,0
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40A-41A,-,40,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,41,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_40A-42A,CA_40A-42A,40,,,,,,Yes,,Yes,,,,Yes,40,0
,,42,,,,,,Yes,,Yes,,,,Yes,,
CA_40A-42C,CA_42CCA_40A-42A,40,,,,,,Yes,,Yes,,,,Yes,60,0
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40A-42D,CA_42CCA_40A-42A,40,,,,,,,,Yes,,Yes,,Yes,80,0
,,42,See CA_42D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40A-42E,CA_40A-42A,40,,,,,,,,Yes,,Yes,,Yes,100,0
,,42,See CA_42E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40A-42A-42A,CA_40A-42A,40,,,,Yes,,,,Yes,,Yes,,Yes,60,0
,,42,See CA_42A-42A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_40C-42C,CA_40CCA_42CCA_40A-42A,40,See CA_40C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40C-42D,CA_40CCA_40A-42A,40,See CA_40C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,42,See CA_42D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40C-42E,CA_40CCA_40A-42A,40,See CA_40C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,120,0
,,42,See CA_42E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40D-42A,CA_40CCA_40A-42A,40,See CA_40D Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,42,,,,,,,Yes,,Yes,,Yes,,,
CA_40D-42C,CA_40CCA_40A-42A,40,See CA_40D Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40E-42A,CA_40CCA_40A-42A,40,See CA_40E Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,42,,,,,,,Yes,,Yes,,Yes,,,
CA_40E-42E,CA_40CCA_40A-42A,40,See CA_40E Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,42,See CA_42E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40C-42A-42A,CA_40CCA_40A-42A,40,See CA_40C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,42,See CA_42A-42A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_40A-40A-42A,CA_40A-42A,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,60,0
,,42,,,,,,Yes,,Yes,,,,Yes,,
CA_40A-40A-42C,CA_42CCA_40A-42A,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,80,0
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40A-40A-42A-42A,CA_40A-42A,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,80,0
,,42,See CA_42A-42A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_40A-43A,-,40,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,43,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_40A-46A,-,40,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,46,,,,,,,,,,,,Yes,,
,,40,,,,Yes,,Yes,,Yes,,,,Yes,40,1
,,46,,,,,,Yes,,,,,,Yes,,
CA_40A-46C,-,40,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
,,40,,,,Yes,,Yes,,Yes,,,,Yes,60,1
,,46,See CA_46C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40A-46D,-,40,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
,,40,,,,Yes,,Yes,,Yes,,,,Yes,80,1
,,46,See CA_46D Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40A-46E,-,40,,,,Yes,,Yes,,Yes,,,,Yes,100,0
,,46,See CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
,,40,,,,Yes,,Yes,,Yes,,,,Yes,100,1
,,46,See CA_46E Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40C-42A,CA_40CCA_40A-42A,40,See CA_40C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,42,,,,,,Yes,,Yes,,,,Yes,,
CA_40C-46A,-,40,See CA_40C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,46,,,,,,,,,,,,Yes,,
CA_40C-46C,-,40,See CA_40C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40C-46D,-,40,See CA_40C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40D-46A,-,40,See CA_40D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,46,,,,,,,,,,,,Yes,,
CA_40D-46C,-,40,See CA_40D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_40A-68A,CA_40A-68A,40,,,,Yes,,Yes,,Yes,,,,Yes,35,0
,,68,,,,Yes,,Yes,,Yes,,,,,,
CA_40A-71A,-,40,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,71,,,,,,Yes,,Yes,,,,Yes,,
CA_41A9-42A9,CA_41A-42A,41,,,,,,Yes,,Yes,,,,Yes,40,0
,,42,,,,,,Yes,,Yes,,,,Yes,,
CA_41A-42C,CA_41A-42A CA_42C CA_41A-42C,41,,,,,,Yes,,Yes,,,,Yes,60,0
,,42,See CA_42C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41A-42A-42A,-,41,,,,,,Yes,,Yes,,,,Yes,60,0
,,42,See CA_42A-42A Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_41A-42D,-,41,,,,,,Yes,,Yes,,,,Yes,80,0
,,42,See CA_42D Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41A-42A-42C,CA_42C,41,,,,,,Yes,,Yes,,,,Yes,80,0
,,42,See CA_42A-42C Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_41A-42C-42C,CA_42C,41,,,,,,Yes,,Yes,,,,Yes,100,0
,,42,See CA_42C-42C Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_41C-42A,CA_41A-42A CA_41C CA_41C-42A,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,42,,,,,,Yes,,Yes,,,,Yes,,
CA_41C-42C,CA_41A-42A CA_41C CA_42C CA_41C-42C,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,42,See CA_42C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41C-42A-42A,-,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,42,See CA_42A-42A Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_41C-42D,-,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,42,See CA_42D Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41C-42A-42C,CA_42C,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,42,See CA_42A-42C Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_41C-42C-42C,CA_42C,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,120,0
,,42,See CA_42C-42C Bandwidth combination set 1 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_41D-42A,-,41,See CA_41D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,42,,,,,,Yes,,Yes,,,,Yes,,
CA_41D-42C,-,41,See CA_41D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,42,See CA_42C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41A-46A,-,41,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,46,,,,,,,,,,,,Yes,,
CA_41A-46C,-,41,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41A-46D,-,41,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41A-46E,-,41,,,,Yes,,,,Yes,,Yes,,Yes,100,0
,,46,See the CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41C-46A,-,41,See CA_41C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,46,,,,,,,,,,,,Yes,,
CA_41C-46C,-,41,See CA_41C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41C-46D,-,41,See the CA_41C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,46,See the CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41D-46A,-,41,See CA_41D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,46,,,,,,,,,,,,Yes,,
CA_41D-46C,-,41,See the CA_41D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41A-48A,-,41,,,,,,Yes,,Yes,,,,Yes,40,0
,,48,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_41A-48C,-,41,,,,,,Yes,,Yes,,,,Yes,60,0
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41A-48D,-,41,,,,,,Yes,,Yes,,,,Yes,80,0
,,48,See CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41C-48A,CA_41C,41,See the CA_41C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,48,,,,Yes,,,,Yes,,Yes,,Yes,,
CA_41C-48C,CA_41C,41,See the CA_41C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41C-48D,CA_41C,41,See the CA_41C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,48,See the CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41D-48A,CA_41C,41,See the CA_41D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,48,,,,Yes,,,,Yes,,Yes,,Yes,,
CA_41D-48C,CA_41C,41,See the CA_41D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_41A-106A,CA_41A-106A,41,,,,Yes,,Yes,,Yes,,,,Yes,23,0
,,106,Yes,Yes,,,,,,,,,,,,
CA_41C-106A,CA_41A-106A,41,See the CA_41C Bandwidth combination set 3 in Table 5.6A.1-1,,,,,,,,,,,,43,0
,,106,Yes,Yes,,,,,,,,,,,,
CA_41A-41A-106A,CA_41A-106A,41,See CA_41A-41A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,43,0
,,106,Yes,Yes,,,,,,,,,,,,
CA_42A-43A,-,42,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,43,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_42A-46A,-,42,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,46,,,,,,,,,,,,Yes,,
CA_46A-48A,-,46,,,,,,,,,,,,Yes,40,0
,,48,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_46A-48A-48A,-,46,,,,,,,,,,,,Yes,60,0
,,48,See CA_48A-48A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_46A-48C,CA_48C,46,,,,,,,,,,,,Yes,60,0
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_46C-48A,-,46,See CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,48,,,,Yes,,,,Yes,,Yes,,Yes,,
CA_46C-48A-48A,-,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,48,See CA_48A-48A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_46A-48B,CA_48B,46,,,,,,,,,,,,Yes,40,0
,,48,See CA_48B Bandwidth combination set 0 in 36.101 Table 5.6A.1-1,,,,,,,,,,,,,
CA_46C-48C,CA_48C,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,48,See CA_48C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_46C-48B,CA_48B,46,See CA_46C Bandwidth combination set 0 in 36.101 Table 5.6A.1-1,,,,,,,,,,,,60,0
,,48,See CA_48B Bandwidth combination set 0 in 36.101 Table 5.6A.1-1,,,,,,,,,,,,,
CA_46A-48D,CA_48C,46,,,,,,,,,,,,Yes,80,0
,,48,See CA_48D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_46D-48A,-,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,48,,,,Yes,,,,Yes,,Yes,,Yes,,
CA_46D-48B,CA_48B,46,See CA_46D Bandwidth combination set 0 in 36.101 Table 5.6A.1-1,,,,,,,,,,,,80,0
,,48,See CA_48B Bandwidth combination set 0 in 36.101 Table 5.6A.1-1,,,,,,,,,,,,,
CA_46A-46A-66A,-,46,See CA_46A-46A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,60,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_46A-46C-66A,-,46,See CA_46A-46C Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,80,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_46A-46D-66A,-,46,See CA_46A-46D Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,100,0
,,66,,,,Yes,,,,Yes,,Yes,,Yes,,
CA_46A-48E,CA_48C,46,,,,,,,,,,,,Yes,100,0
,,48,See CA_48E Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_46C-48D,CA_48C,46,See CA_46C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,100,0
,,48,See CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_46D-48A-48A,-,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,48,See CA_48A-48A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_46D-48C,-,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_46D-48D,-,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,120,0
,,48,See CA_48D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_46E-48A,-,46,See CA_46E Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,100,0
,,48,,,,Yes,,,,Yes,,Yes,,Yes,,
CA_46E-48B,CA_48B,46,See CA_46E Bandwidth combination set 0 in 36.101 Table 5.6A.1-1,,,,,,,,,,,,100,0
,,48,See CA_48B Bandwidth combination set 0 in 36.101 Table 5.6A.1-1,,,,,,,,,,,,,
CA_46C-66A,-,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,60,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_46A-66A,-,46,,,,,,,,,,,,Yes,40,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_46A-66A-66A,-,46,,,,,,,,,,,,Yes,60,0
,,66,See the CA_66A-66A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,,
CA_46C-66A-66A,-,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_46A-66C,-,46,,,,,,,,,,,,Yes,60,0
,,66,See the CA_66C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_46D-66A,-,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_46D-66A-66A,-,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,100,0
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_46C-48E,CA_48C,46,See the CA_46C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,120,0
,,48,See the CA_48E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_46E-48C,-,46,See the CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,120,0
,,48,See the CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
