EN-DCconfiguration,Uplink EN-DC configuration(note 1)
DC_42A_n3A-n28ADC_42C_n3A-n28A,DC_42A_n3ADC_42A_n28ADC_42C_n28A
"DC_42A_n3A-n77A15,16DC_42C_n3A-n77A15,16",DC_42A_n3ADC_42C_n3A
"DC_42A_n3A-n77(2A)15,16DC_42C_n3A-n77(2A)15,16",DC_42A_n3ADC_42C_n3A
"DC_42A_n28A-n77A15,16DC_42C_n28A-n77A15,16",DC_42A_n28ADC_42C_n28A
"DC_42A_n28A-n77(2A)15,16DC_42C_n28A-n77(2A)15,16",DC_42A_n28ADC_42C_n28A
DC_46A-48A_n2A3DC_46C-48A_n2A3DC_46D-48A_n2A3DC_46E-48A_n2A3,DC_48A_n2A
DC_46A-48A_n5A3DC_46C-48A_n5A3DC_46D-48A_n5A3DC_46E-48A_n5A3,DC_48A_n5A
DC_46A-48A_n66A3DC_46C-48A_n66A3DC_46D-48A_n66A3DC_46E-48A_n66A3,DC_48A_n66A
DC_46A-66A_n5ADC_46C-66A_n5ADC_46D-66A_n5ADC_46E-66A_n5A,DC_66A_n5A
DC_46A-66A-66A_n5ADC_46C-66A-66A_n5ADC_46D-66A-66A_n5A,DC_66A_n5A
DC_46A-66A_n25ADC_46C-66A_n25ADC_46D-66A_n25A,DC_66A_n25A
DC_46A-66A_n41ADC_46C-66A_n41ADC_46D-66A_n41A,DC_66A_n41A
DC_46A-66A_n41(2A)DC_46C-66A_n41(2A)DC_46D-66A_n41(2A),DC_66A_n41A
DC_46A-66A_n71ADC_46C-66A_n71ADC_46D-66A_n71A,DC_66A_n71A
DC_46A-66A_n77A,DC_66A_n77A
DC_46A-46A-66A_n77A,DC_66A_n77A
DC_48A-(n)5AA,DC_48A_n5ADC_(n)5AA2
DC_48A-(n)12AA,DC_48A_n12ADC_(n)12AA2
DC_48A_n25A-n48A,DC_48A_n25A
DC_48A_n48A-n66A,DC_48A_n66A
DC_48A-66A_n2ADC_48C-66A_n2ADC_48D-66A_n2ADC_48E-66A_n2A,DC_66A_n2ADC_48A_n2A
DC_48A-66A_n5ADC_48B-66A_n5ADC_48C-66A_n5ADC_48D-66A_n5ADC_48E-66A_n5A,DC_66A_n5ADC_48A_n5A
DC_48A-66A_n12A,DC_48A_n12ADC_66A_n12A
DC_48A-66A_n25ADC_48C-66A_n25ADC_48D-66A_n25A,DC_48A_n25ADC_66A_n25A
DC_48A-66A_n48A,DC_66A_n48A
DC_48A-66A_n66ADC_48C-66A_n66ADC_48D-66A_n66ADC_48E-66A_n66A,DC_66A_n66A2DC_48A_n66A
DC_48A-66A_n71A,DC_48A_n71ADC_66A_n71A
"DC_48A-66A_n77A14,15,16DC_48A-66A_n77C14,15,16DC_48C-66A_n77A14,15,16DC_48C-66A_n77C14,15,16DC_48D-66A_n77A14,15,16DC_48D-66A_n77C14,15,16DC_48E-66A_n77A14,15,16",DC_66A_n77A14
"DC_48A-48A-66A_n77A14,15,16",DC_66A_n77A14
DC_67A-(n)3AA,DC_(n)3AA2
DC_66A-(n)5AA,DC_66A_n5ADC_(n)5AA2
DC_66A-66A-(n)5AA,DC_66A_n5ADC_(n)5AA2
DC_66A_n2A-n7A,DC_66A_n2ADC_66A_n7A
DC_66A_n2A-n38A,DC_66A_n2A DC_66A_n38A
DC_66A_n2A-n41A,DC_66A_n2ADC_66A_n41A
DC_66A_n2A-n66A,DC_66A_n2A
DC_66A_n2A-n71A,DC_66A_n2ADC_66A_n71A
DC_66A_n2A-n77A14DC_66A_n2A-n77C14,DC_66A_n2ADC_66A_n77A14
DC_66A-66A_n2A-n77A14DC_66A-66A_n2A-n77C14,DC_66A_n2ADC_66A_n77A14
DC_66A_n2A-n78A,DC_66A_n2ADC_66A_n78A
DC_66A_n5A-n48A,DC_66A_n5ADC_66A_n48A
DC_66A_n5A-n77A14DC_66A_n5A-n77C14,DC_66A_n5ADC_66A_n77A14
DC_66A-66A_n5A-n77A14DC_66A-66A_n5A-n77C14,DC_66A_n5ADC_66A_n77A14
DC_66A_n7A-n12A,DC_66A_n7ADC_66A_n12A
DC_66A_n7A-n25A,DC_66A_n7ADC_66A_n25A
DC_66A_n7A-n66A,DC_66A_n7ADC_66A_n66A2
DC_66A_n7A-n71A,DC_66A_n7ADC_66A_n71A
DC_66A_n7A-n77A,DC_66A_n7ADC_66A_n77A
DC_66A_n7A-n78A,DC_66A_n7ADC_66A_n78A
DC_66A_n7(2A)-n78ADC_66A_n7A-n78(2A)DC_66A_n7(2A)-n78(2A),DC_66A_n7ADC_66A_n78A
DC_66A-66A_n7A-n78A,DC_66A_n7ADC_66A_n78A
DC_66A-66A_n7A-n78(2A)DC_66A-66A_n7(2A)-n78ADC_66A-66A_n7(2A)-n78(2A),DC_66A_n7ADC_66A_n78A
DC_66A_n12A-n77A,DC_66A_n77ADC_66A_n12A
DC_66A_n12A-n78A,DC_66A_n12ADC_66A_n78A
DC_66A_n25A-n71A,DC_66A_n25ADC_66A_n71A
DC_66A_n38A-n66A,DC_66A_n38ADC_66A_n66A2
DC_66A_n38A-n78A,DC_66A_n38ADC_66A_n78A
DC_66A_n66A-n77A14DC_66A_n66A-n77C14,DC_66A_n77A14
DC_66A_n66A-n78A,DC_66A_n66A2DC_66A_n78A
DC_66A-(n)12AA,DC_66A_n12ADC_(n)12AA2
DC_66A-(n)71AADC_66C-(n)71AA,DC_66A_n71ADC_(n)71AA
DC_66A_n25A-n41ADC_66A_n25A-n41C,DC_66A_n25ADC_66A_n41A
DC_66A_n25A-n41(2A),DC_66A_n25ADC_66A_n41A
DC_66A_n25A-n48A,DC_66A_n25ADC_66A_n48A
DC_66A_n25A-n66A,DC_66A_n25ADC_66A_n66A2
DC_66A_n38A-n71A,DC_66A_n38ADC_66A_n71A
DC_66A_n41A-n66A,DC_66A_n41ADC_66A_n66A2
DC_66A_n41A-n71ADC_66A_n41C-n71A,DC_66A_n41ADC_66A_n71A
DC_66A_n41(2A)-n71A,DC_66A_n41ADC_66A_n71A
DC_66A_n41A-n77A,DC_66A_n41ADC_66A_n77A
DC_66A_n41A-n78A,DC_66A_n41ADC_66A_n78A
DC_66A_n66A-n71A,DC_66A_n66ADC_66A_n71A
DC_(n)66AA-n71A,DC_66A_n71ADC_(n)66AA2
DC_(n)66AA-n78A,DC_66A_n78ADC_(n)66AA2
DC_66A-71A_n2A,DC_71A_n2ADC_66A_n2A
DC_66A-71A_n2(2A),DC_66A_n2ADC_71A_n2A
DC_66A-71A_n7A,DC_66A_n7ADC_71A_n7A
DC_66A-71A_n12A,DC_66A_n12A
DC_66A-71A_n25A,DC_66A_n25ADC_71A_n25A
DC_66A-71A_n38A,DC_71A_n38ADC_66A_n38A
DC_66A-71A_n41A,DC_66A_n41ADC_71A_n41A
DC_66A-71A_n66A,DC_71A_n66ADC_66A_n66A2
DC_66A-71A_n71A,DC_66A_n71A
DC_66A-71A_n77A,DC_66A_n77ADC_71A_n77A
DC_66A-71A_n77(2A),DC_66A_n77ADC_71A_n77A
DC_66A_n71A-n77A,DC_66A_n71ADC_66A_n77A
DC_66A-71A_n78A,DC_71A_n78ADC_66A_n78A
DC_66A-71A_n78(2A),DC_71A_n78ADC_66A_n78A
DC_66A_n71A-n78A,DC_66A_n71ADC_66A_n78A
DC_66A_SUL_n78A-n86A5,DC_66A_n78ADC_66A_n86A_ULSUP-TDM_n78A
DC_66A_SUL_n78(2A)-n86A5,DC_66A_n78ADC_66A_n86A_ULSUP-TDM_n78A
DC_71A_n2A-n41A,DC_71A_n2ADC_71A_n41A
DC_71A_n2A-n66A,DC_71A_n2ADC_71A_n66A
DC_71A_n2A-n7A,DC_71A_n2ADC_71A_n7A
DC_71A_n2A-n77A,DC_71A_n77ADC_71A_n2A
DC_71A_n2A-n78A,DC_71A_n2ADC_71A_n78A
DC_71A_n7A-n25A,DC_71A_n7ADC_71A_n25A
DC_71A_n7A-n66A,DC_71A_n7ADC_71A_n66A
DC_71A_n7A-n77A,DC_71A_n7ADC_71A_n77A
DC_71A_n25A-n41A,DC_71A_n25ADC_71A_n41A
DC_71A_n25A-n66A,DC_71A_n25ADC_71A_n66A
DC_71A_n25A-n77A,DC_71A_n25ADC_71A_n77A
DC_71A_n38A-n66A,DC_71A_n38ADC_71A_n66A
DC_71A_n38A-n78A,DC_71A_n38ADC_71A_n78A
DC_71A_n41A-n66A,DC_71A_n41ADC_71A_n66A
DC_71A_n66A-n77A,DC_71A_n66A DC_71A_n77A
DC_71A_n66A-n78A,DC_71A_n66ADC_71A_n78A
"NOTE 1:Uplink EN-DC configurations are the configurations supported by the present release of specifications.NOTE 2:Only single switched UL is supportedNOTE 3:Restricted to E-UTRA operation when inter-band carrier aggregation is configured. The downlink operating band for Band 46 is paired with the uplink operating band (external E-UTRA band) of the carrier aggregation configuration that is supporting the configured Pcell.NOTE 4:If a UE is configured with both NR UL and NR SUL carriers in a cell, the switching time between NR UL carrier and NR SUL carrier can be up to 140us and placed in SUL resources.NOTE 5:Applicable for UE supporting inter-band EN-DC with mandatory simultaneous Rx/Tx capabilityNOTE 6:N/ANOTE 7:Void.NOTE 8:VoidNOTE 9:VoidNOTE 10:The frequency range in band n1 is restricted for this band combination to 1940 - 1960 MHz for the UL and 2130-2150 MHz for the DL.NOTE 11:The frequency range in band 3 is restricted for this band combination to 1765 - 1785 MHz for the UL and 1860-1880 MHz for the DL.NOTE 12:The frequency range in band 42 is restricted for this band combination to 3440 - 3520 MHz.NOTE 13:The frequency range in band n28 is restricted for this band combination to 728 - 738 MHz for the UL and 783 - 793 MHz for the DL.NOTE 14:Minimum requirements for PC2 are applicable for this uplink EN-DC configuration in this downlink/uplink EN-DC configuration.NOTE 15: For UEs not indicating interBandMRDC-WithOverlapDL-Bands-r16, the minimum requirements for intra-band non-contiguous EN-DC apply for the Band 42/48 and Band n77/n78 combination and for the Band 2 and Band n25 combinations. For UEs not indicating interBandMRDC-WithOverlapDL-Bands-r16, when UE capability interBandContiguousMRDC is indicated, the minimum requirements for intra-band-contiguous EN-DC also should be met in addtion to intra-band non-contiguous EN-DC.NOTE 16:For UEs not indicating interBandMRDC-WithOverlapDL-Bands-r16, the minimum requirements for inter-band EN-DC apply when the maximum power spectral density imbalance between downlink carriers contained in overlapping or partially overlapping DL bands is within 6 dB. NOTE 17:Void.NOTE 18:Void.NOTE 19: The implementation with 3 low-band antennas is targeted for FWA form factor for this band combination in Release 17.NOTE 20:For UEs not indicating interBandMRDC-WithOverlapDL-Bands-r16, the minimum requirements apply for synchronized DL carriers with a maximum receive time difference ≤ 3 usec between overlapping or partially overlapping DL bands contained in different cell groups.NOTE 21: The downlink DC_2_n2 RESSENS requirements only apply when the band n2 downlink carrier is configured closer to the uplink operating band than the E-UTRA Band 2 downlink carrier.NOTE 22:The frequency range in band 28 is restricted for this band combination to 703 - 733 MHz for the UL and 758 - 788 MHz for the DL.NOTE 23:The minimum requirements apply only when there is non-simultaneous Rx/Tx operation between n77-n79 NR carriers. This restriction applies also for these carriers when applicable EN-DC configuration is part of a higher order configuration.NOTE 24:For UEs supporting band n77, the minimum requirements apply only when there is non-simultaneous Rx/Tx operation between n78-n79 NR carriers. This restriction applies also for these carriers when applicable EN-DC configuration is part of a higher order configuration.NOTE 25:Only applicable for UE supporting inter-band carrier aggregation without simultaneous Rx/Tx.",
