NR CA configuration,Uplink configuration,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
,,n260,CA_n260K,
CA_n14A-n77A-n260L,CA_n14A-n77ACA_n14A-n260A/G/H/I/J/K/LCA_n77A-n260A/G/H/I/J/K/L,n14,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260L,
CA_n14A-n77A-n260M,CA_n14A-n77ACA_n14A-n260A/G/H/I/J/K/L/MCA_n77A-n260A/G/H/I/J/K/L/M,n14,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260M,
CA_n18A-n28A-n257A,CA_n18A-n28ACA_n18A-n257ACA_n28A-n257A,n18,"5, 10, 15",0
,,n28,"5, 10",
,,n257,"50, 100, 200, 400",
CA_n18A-n28A-n257G,CA_n18A-n28ACA_n18A-n257A/G,n18,"5, 10, 15",0
,,n28,"5, 10",
,,n257,CA_n257G,
CA_n18A-n28A-n257H,CA_n18A-n28ACA_n18A-n257A/G/HCA_n28A-n257A/G/H,n18,"5, 10, 15",0
,,n28,"5, 10",
,,n257,CA_n257H,
CA_n18A-n28A-n257I,CA_n18A-n28ACA_n18A-n257A/G/H/ICA_n28A-n257A/G/H/I,n18,"5, 10, 15",0
,,n28,"5, 10",
,,n257,CA_n257I,
CA_n18A-n41A-n257A,CA_n18A-n41ACA_n18A-n257ACA_n41A-n257A,n18,"5, 10, 15",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,"50, 100, 200, 400",
CA_n18A-n41A-n257G,CA_n18A-n41ACA_n18A-n257A/GCA_n41A-n257A/G,n18,"5, 10, 15",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257G,
CA_n18A-n41A-n257H,CA_n18A-n41ACA_n18A-n257A/G/HCA_n41A-n257A/G/H,n18,"5, 10, 15",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257H,
CA_n18A-n41A-n257I,CA_n18A-n41ACA_n18A-n257A/G/H/ICA_n41A-n257A/G/H/I,n18,"5, 10, 15",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257I,
CA_n18A-n77A-n257A,CA_n18A-n77ACA_n18A-n257ACA_n77A-n257A,n18,"5, 10, 15",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,"50, 100, 200, 400",
CA_n18A-n77A-n257G,CA_n18A-n77ACA_n18A-n257A/GCA_n77A-n257A/G,n18,"5, 10, 15",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257G,
CA_n18A-n77A-n257H,CA_n18A-n77ACA_n18A-n257A/G/HCA_n77A-n257A/G/H,n18,"5, 10, 15",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257H,
CA_n18A-n77A-n257I,CA_n18A-n77ACA_n18A-n257A/G/H/ICA_n77A-n257A/G/H/I,n18,"5, 10, 15",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257I,
CA_n18A-n77(2A)-n257A,CA_n18A-n77ACA_n18A-n257ACA_n77A-n257A,n18,"5, 10, 15",0
,,n77,CA_n77(2A),
,,n257,"50, 100, 200, 400",
CA_n18A-n77(2A)-n257G,CA_n18A-n77ACA_n18A-n257A/GCA_n77A-n257A/G,n18,"5, 10, 15",0
,,n77,CA_n77(2A),
,,n257,CA_n257G,
CA_n18A-n77(2A)-n257H,CA_n18A-n77ACA_n18A-n257A/G/HCA_n77A-n257A/G/H,n18,"5, 10, 15",0
,,n77,CA_n77(2A),
,,n257,CA_n257H,
CA_n18A-n77(2A)-n257I,CA_n18A-n77ACA_n18A-n257A/G/H/ICA_n77A-n257A/G/H/I,n18,"5, 10, 15",0
,,n77,CA_n77(2A),
,,n257,CA_n257I,
CA_n18A-n78A-n257A,CA_n18A-n78ACA_n18A-n257ACA_n78A-n257A,n18,"5, 10, 15",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,"50, 100, 200, 400",
CA_n18A-n78A-n257G,CA_n18A-n78ACA_n18A-n257A/GCA_n78A-n257A/G,n18,"5, 10, 15",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257G,
CA_n18A-n78A-n257H,CA_n18A-n78ACA_n18A-n257A/G/HCA_n78A-n257A/G/H,n18,"5, 10, 15",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257H,
CA_n18A-n78A-n257I,CA_n18A-n78ACA_n18A-n257A/G/H/ICA_n78A-n257A/G/H/I,n18,"5, 10, 15",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257I,
CA_n25A-n41A-n257A,CA_n25A-n41ACA_n25A-n257ACA_n41A-n257A,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",
,,n257,"50, 100, 200, 400",
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,See n257 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n41A-n257G,CA_n25A-n41ACA_n25A-n257A/GCA_n41A-n257A/G,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",
,,n257,CA_n257G,
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,CA_n257G,
CA_n25A-n41A-n258A,CA_n25A-n258ACA_n41A-n258A,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,See n258 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n41A-n258G,CA_n25A-n258A/GCA_n41A-n258A/G,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258G,
CA_n25A-n41A-n258H,CA_n25A-n258A/G/HCA_n41A-n258A/G/H,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258H,
CA_n25A-n41A-n258I,CA_n25A-n258A/G/H/ICA_n41A-n258A/G/H/I,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258I,
CA_n25A-n41A-n258J,CA_n25A-n258A/G/H/I/JCA_n41A-n258A/G/H/I/J,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258J,
CA_n25A-n41A-n258(2A),CA_n25A-n258ACA_n41A-n258A,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258(2A),
CA_n25A-n41A-n258(2G),CA_n25A-n258A/GCA_n41A-n258A/G,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258(2G),
CA_n25A-n41A-n258(A-G),CA_n25A-n258A/GCA_n41A-n258A/G,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258(A-G),
CA_n25A-n41A-n258(A-H),CA_n25A-n258A/G/HCA_n41A-n258A/G/H,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258(A-H),
CA_n25A-n41A-n258(A-I),CA_n25A-n258A/G/H/ICA_n41A-n258A/G/H/I,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258(A-I),
CA_n25A-n41A-n258(A-J),CA_n25A-n258A/G/H/I/JCA_n41A-n258A/G/H/I/J,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258(A-J),
CA_n25A-n41A-n258(G-H),CA_n25A-n258A/G/HCA_n41A-n258A/G/H,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258(G-H),
CA_n25A-n41A-n258(G-I),CA_n25A-n258A/G/H/ICA_n41A-n258A/G/H/I,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258(G-I),
CA_n25A-n41A-n258(G-J),CA_n25A-n258A/G/H/I/JCA_n41A-n258A/G/H/I/J,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n258,CA_n258(G-J),
CA_n25A-n41A-n260A,CA_n25A-n260ACA_n41A-n260A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,"50, 100, 200, 400",
CA_n25A-n41A-n260G,CA_n25A-n260ACA_n41A-n260A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260G,
CA_n25A-n41A-n260H,CA_n25A-n260ACA_n41A-n260A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260H,
CA_n25A-n41A-n260I,CA_n25A-n260ACA_n41A-n260A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260I,
CA_n25A-n41A-n260(2A),CA_n25A-n260ACA_n41A-n260A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260(2A),
CA_n25A-n41A-n261A,CA_n25A-n41ACA_n25A-n261ACA_n41A-n261A,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,See n261 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n41A-n261G,CA_n25A-n41ACA_n25A-n261A/GCA_n41A-n261A/G,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,CA_n261G,
CA_n25A-n41A-n261H,CA_n25A-n41ACA_n25A-n261A/G/HCA_n41A-n261A/G/H,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,CA_n261H,
CA_n25A-n66A-n257A,CA_n25A-n66ACA_n25A-n257ACA_n66A-n257A,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n257,"50, 100, 200, 400",
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,See n257 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n66A-n257G,CA_n25A-n66ACA_n25A-n257A/GCA_n66A-n257A/G,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n257,CA_n257G,
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,CA_n257G,
CA_n25A-n66A-n260A,CA_n25A-n66ACA_n25A-n260ACA_n66A-n260A,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n260,"50, 100, 200, 400",
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n260,See n260 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n66A-n260G,CA_n25A-n66ACA_n25A-n260A/GCA_n66A-n260A/G,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n260,CA_n260G,
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n260,CA_n260G,
CA_n25A-n66A-n261A,CA_n25A-n66ACA_n25A-n261ACA_n66A-n261A,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,See n261 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n66A-n261G,CA_n25A-n66ACA_n25A-n261A/GCA_n66A-n261A/G,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,CA_n261G,
CA_n25A-n66A-n261H,CA_n25A-n66ACA_n25A-n261A/G/HCA_n66A-n261A/G/H,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,CA_n261H,
CA_n25A-n71A-n257A,CA_n25A-n71ACA_n25A-n257ACA_n71A-n257A,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n71,"5, 10, 15, 20, 25, 30, 35",
,,n257,"50, 100, 200, 400",
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,See n257 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n71A-n257G,CA_n25A-n71ACA_n25A-n257A/GCA_n71A-n257A/G,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n71,"5, 10, 15, 20, 25, 30, 35",
,,n257,CA_n257G,
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,CA_n257G,
CA_n25A-n71A-n260A,CA_n25A-n71ACA_n25A-n260ACA_n71A-n260A,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n71,"5, 10, 15, 20, 25, 30, 35",
,,n260,"50, 100, 200, 400",
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n260,See n260 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n71A-n260G,CA_n25A-n71ACA_n25A-n260A/GCA_n71A-n260A/G,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n71,"5, 10, 15, 20, 25, 30, 35",
,,n260,CA_n260G,
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n260,CA_n260G,
CA_n25A-n71A-n261A,CA_n25A-n71ACA_n25A-n261ACA_n71A-n261A,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,See n261 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n71A-n261G,CA_n25A-n71ACA_n25A-n261A/GCA_n71A-n261A/G,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,CA_n261G,
CA_n25A-n71A-n261H,CA_n25A-n71ACA_n25A-n261A/G/HCA_n71A-n261A/G/H,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,CA_n261H,
CA_n25A-n77A-n257A,CA_n25A-n77ACA_n25A-n257ACA_n77A-n257A,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n257,"50, 100, 200, 400",
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,See n257 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n77A-n257G,CA_n25A-n77ACA_n25A-n257A/GCA_n77A-n257A/G,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n257,CA_n257G,
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,CA_n257G,
CA_n25A-n77(2A)-n257A,CA_n25A-n77ACA_n25A-n257ACA_n77(2A)CA_n77A-n257A,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,CA_n77(2A),
,,n257,"50, 100, 200, 400",
CA_n25A-n77(2A)-n257G,CA_n25A-n77ACA_n25A-n257A/GCA_n77(2A)CA_n77A-n257A/G,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,CA_n77(2A),
,,n257,CA_n257G,
CA_n25A-n77A-n260A,CA_n25A-n77ACA_n25A-n260ACA_n77A-n260A,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,"50, 100, 200, 400",
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n260,See n260 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n77A-n260G,CA_n25A-n77ACA_n25A-n260A/GCA_n77A-n260A/G,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260G,
,,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n260,CA_n260G,
CA_n25A-n77(2A)-n260A,CA_n25A-n77ACA_n25A-n260ACA_n77(2A)CA_n77A-n260A,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,CA_n77(2A),
,,n260,"50, 100, 200, 400",
CA_n25A-n77(2A)-n260G,CA_n25A-n77ACA_n25A-n260A/GCA_n77(2A)CA_n77A-n260A/G,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,CA_n77(2A),
,,n260,CA_n260G,
CA_n25A-n77A-n261A,CA_n25A-n77ACA_n25A-n261ACA_n77A-n261A,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,See n261 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n77A-n261G,CA_n25A-n77ACA_n25A-n261A/GCA_n77A-n261A/G,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,CA_n261G,
CA_n25A-n77A-n261H,CA_n25A-n77ACA_n25A-n261A/G/HCA_n77A-n261A/G/H,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,CA_n261H,
CA_n25A-n77(2A)-n261A,CA_n25A-n77ACA_n25A-n261ACA_n77(2A)-n261A,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,CA_n77(2A)_BCS4 and 5,
,,n261,See n261 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n25A-n77(2A)-n261G,CA_n25A-n77ACA_n25A-n261A/GCA_n77(2A)-n261A/G,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,CA_n77(2A)_BCS4 and 5,
,,n261,CA_n261G,
CA_n25A-n77(2A)-n261H,CA_n25A-n77ACA_n25A-n261A/G/HCA_n77(2A)-n261A/G/H,n25,See n25 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,CA_n77(2A)_BCS4 and 5,
,,n261,CA_n261H,
CA_n26A-n78A-n258A,CA_n26A-n258ACA_n78A-n258ACA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,"50, 100, 200, 400",
CA_n26A-n78A-n258B,CA_n26A-n258ACA_n78A-n258ACA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258B,
CA_n26A-n78A-n258C,CA_n26A-n258ACA_n78A-n258ACA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258C,
CA_n26A-n78A-n258D,CA_n26A-n258ACA_n78A-n258ACA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258D,
CA_n26A-n78A-n258E,CA_n26A-n258ACA_n78A-n258ACA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258E,
CA_n26A-n78A-n258F,CA_n26A-n258ACA_n78A-n258ACA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258F,
CA_n26A-n78A-n258G,CA_n26A-n258A/GCA_n78A-n258A/GCA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258G,
CA_n26A-n78A-n258H,CA_n26A-n258A/G/HCA_n78A-n258A/G/HCA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258H,
CA_n26A-n78A-n258I,CA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258I,
CA_n26A-n78A-n258J,CA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258J,
CA_n26A-n78A-n258K,CA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258K,
CA_n26A-n78A-n258L,CA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258L,
CA_n26A-n78A-n258M,CA_n26A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n26A-n78A,n26,"5, 10, 15, 20, 25, 30",0
,,n78,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258M,
CA_n26A-n78A-n258R2,CA_n26A-n78ACA_n26A-n258A/R2CA_n78A-n258A/R2CA_n258R2,n26,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R2,
CA_n26A-n78A-n258R3,CA_n26A-n78ACA_n26A-n258A/R2/R3CA_n78A-n258A/R2/R3CA_n258R2/R3,n26,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R3,
CA_n26A-n78A-n258R4,CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n26,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R4,
CA_n26A-n78A-n258R5,CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n26,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R5,
CA_n26A-n78A-n258R6,CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n26,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R6,
CA_n26A-n78A-n258R7,CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n26,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R7,
CA_n26A-n78A-n258R8,CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n26,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R8,
CA_n26A-n78A-n258R9,CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n26,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R9,
CA_n26A-n78A-n258R10,CA_n26A-n78ACA_n26A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4CA_n258R2/R3/R4,n26,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n258,CA_n258R10,
CA_n28A-n39A-n258A,CA_n28A-n39ACA_n28A-n258ACA_n39A-n258A,n28,"5, 10, 15, 20",0
,,n39,"5, 10, 15, 20, 25, 30, 40",
,,n258,"50, 100, 200, 400",
