NR CA configuration,Uplink configuration,,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
CA_n3(2A)-n79A-n258J,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258J,
CA_n3(2A)-n79A-n258K,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258K,
CA_n3(2A)-n79A-n258L,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258L,
CA_n3(2A)-n79A-n258M,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258M,
CA_n3(2A)-n79C-n257A,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,"50, 100, 200, 400",
CA_n3(2A)-n79C-n257G,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257G,
CA_n3(2A)-n79C-n257H,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257H,
CA_n3(2A)-n79C-n257I,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257I,
CA_n3(2A)-n79C-n257J,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257J,
CA_n3(2A)-n79C-n257K,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257K,
CA_n3(2A)-n79C-n257L,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257L,
CA_n3(2A)-n79C-n257M,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257M,
CA_n3(2A)-n79C-n258A,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,"50, 100, 200, 400",
CA_n3(2A)-n79C-n258G,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258G,
CA_n3(2A)-n79C-n258H,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258H,
CA_n3(2A)-n79C-n258I,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258I,
CA_n3(2A)-n79C-n258J,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258J,
CA_n3(2A)-n79C-n258K,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258K,
CA_n3(2A)-n79C-n258L,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258L,
CA_n3(2A)-n79C-n258M,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258M,
CA_n3B-n79A-n257A,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,"50, 100, 200, 400",
CA_n3B-n79A-n257G,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257G,
CA_n3B-n79A-n257H,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257H,
CA_n3B-n79A-n257I,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257I,
CA_n3B-n79A-n257J,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257J,
CA_n3B-n79A-n257K,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257K,
CA_n3B-n79A-n257L,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257L,
CA_n3B-n79A-n257M,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257M,
CA_n3B-n79A-n258A,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,"50, 100, 200, 400",
CA_n3B-n79A-n258G,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258G,
CA_n3B-n79A-n258H,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258H,
CA_n3B-n79A-n258I,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258I,
CA_n3B-n79A-n258J,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258J,
CA_n3B-n79A-n258K,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258K,
CA_n3B-n79A-n258L,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258L,
CA_n3B-n79A-n258M,-,,n3,CA_n3B_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258M,
CA_n3B-n79C-n257A,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,"50, 100, 200, 400",
CA_n3B-n79C-n257G,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257G,
CA_n3B-n79C-n257H,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257H,
CA_n3B-n79C-n257I,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257I,
CA_n3B-n79C-n257J,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257J,
CA_n3B-n79C-n257K,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257K,
CA_n3B-n79C-n257L,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257L,
CA_n3B-n79C-n257M,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257M,
CA_n3B-n79C-n258A,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,"50, 100, 200, 400",
CA_n3B-n79C-n258G,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258G,
CA_n3B-n79C-n258H,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258H,
CA_n3B-n79C-n258I,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258I,
CA_n3B-n79C-n258J,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258J,
CA_n3B-n79C-n258K,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258K,
CA_n3B-n79C-n258L,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258L,
CA_n3B-n79C-n258M,-,,n3,CA_n3B_BCS0,0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258M,
CA_n3A-n105A-n257A,CA_n3A-n105ACA_n3A-n257ACA_n105A-n257A,,n3,"5, 10, 15, 20, 25, 30",0
,,,n105,"5, 10, 15, 20, 25, 30, 35",
,,,n257,"50, 100, 200, 400",
CA_n3A-n105A-n258A,CA_n3A-n105ACA_n3A-n258ACA_n105A-n258A,,n3,"5, 10, 15, 20, 25, 30",0
,,,n105,"5, 10, 15, 20, 25, 30, 35",
,,,n258,"50, 100, 200, 400",
