NR CA configuration,Uplink configuration,,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-G),
CA_n66A-n77C-n261(A-H),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-H),
CA_n66A-n77C-n261(G-H),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(G-H),
CA_n66A-n77C-n261(2A-G),CA_n66A-n261A/GCA_n77A-n261A/G,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2A-G),
CA_n66A-n77C-n261(2A-H),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2A-H),
CA_n66A-n77C-n261(A-2G),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-2G),
CA_n66A-n77C-n261(A-G-H),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-G-H),
CA_n66A-n77C-n261(A-I),CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-I),
CA_n66A-n77C-n261(G-I),CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(G-I),
CA_n66A-n77C-n261(2A),CA_n66A-n261ACA_n77A-n261A,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2A),
CA_n66A-n77C-n261(3A),CA_n66A-n261ACA_n77A-n261A,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(3A),
CA_n66A-n77C-n261(2G),CA_n66A-n261A/GCA_n77A-n261A/G,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2G),
CA_n66A-n77C-n261(2H),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2H),
CA_n66A-n77C-n261(H-I),CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(H-I),
CA_n66A-n77C-n261(2A-I),CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2A-I),
CA_n66A-n77C-n261(A-G-I),CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-G-I),
CA_n66A-n77(2A)-n261A,CA_n66A-n77ACA_n66A-n261ACA_n77A-n261A,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,CA_n77(2A)_BCS4 and 5,
,,n261,,See n261 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n66A-n77(2A)-n261G,CA_n66A-n77ACA_n66A-n261A/GCA_n77A-n261A/G,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,CA_n77(2A)_BCS4 and 5,
,,n261,,CA_n261G,
CA_n66A-n77(2A)-n261H,CA_n66A-n77ACA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,CA_n77(2A)_BCS4 and 5,
,,n261,,CA_n261H,
CA_n71A-n77A-n257A,CA_n71A-n77ACA_n71A-n257ACA_n77A-n257A,n71,,"5, 10, 15, 20, 25, 30, 35",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n257,,"50, 100, 200, 400",
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,,See n257 channel bandwidths in 38.101-1 Table 5.3.5-1,
CA_n71A-n77A-n257G,CA_n71A-n77ACA_n71A-n257A/GCA_n77A-n257A/G,n71,,"5, 10, 15, 20, 25, 30, 35",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n257,,CA_n257G,
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,,CA_n257G,
CA_n71A-n77(2A)-n257A,CA_n71A-n77ACA_n71A-n257ACA_n77(2A)CA_n77A-n257A,n71,,"5, 10, 15, 20, 25, 30, 35",0
,,n77,,CA_n77(2A),
,,n257,,"50, 100, 200, 400",
CA_n71A-n77(2A)-n257G,CA_n71A-n77ACA_n71A-n257A/GCA_n77(2A)CA_n77A-n257A/G,n71,,"5, 10, 15, 20, 25, 30, 35",0
,,n77,,CA_n77(2A),
,,n257,,CA_n257G,
CA_n71A-n77A-n260A,CA_n71A-n77ACA_n71A-n260ACA_n77A-n260A,n71,,"5, 10, 15, 20, 25, 30, 35",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,"50, 100, 200, 400",
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n260,,See n260 channel bandwidths in 38.101-1 Table 5.3.5-1,
CA_n71A-n77A-n260G,CA_n71A-n77ACA_n71A-n260A/GCA_n77A-n260A/G,n71,,"5, 10, 15, 20, 25, 30, 35",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260G,
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n260,,CA_n260G,
CA_n71A-n77(2A)-n260A,CA_n71A-n77ACA_n71A-n260ACA_n77(2A)CA_n77A-n260A,n71,,"5, 10, 15, 20, 25, 30, 35",0
,,n77,,CA_n77(2A),
,,n260,,"50, 100, 200, 400",
CA_n71A-n77(2A)-n260G,CA_n71A-n77ACA_n71A-n260A/GCA_n77(2A)CA_n77A-n260A/G,n71,,"5, 10, 15, 20, 25, 30, 35",0
,,n77,,CA_n77(2A),
,,n260,,CA_n260G,
CA_n71A-n77A-n261A,CA_n71A-n77ACA_n71A-n261ACA_n77A-n261A,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,,See n261 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n71A-n77A-n261G,CA_n71A-n77ACA_n71A-n261A/GCA_n77A-n261A/G,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,,CA_n261G,
CA_n71A-n77A-n261H,CA_n71A-n77ACA_n71A-n261A/G/HCA_n77A-n261A/G/H,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,,CA_n261H,
CA_n71A-n77(2A)-n261A,CA_n71A-n77ACA_n71A-n261ACA_n77A-n261A,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,CA_n77(2A)_BCS4 and 5,
,,n261,,See n261 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n71A-n77(2A)-n261G,CA_n71A-n77ACA_n71A-n261A/GCA_n77A-n261A/G,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,CA_n77(2A)_BCS4 and 5,
,,n261,,CA_n261G,
CA_n71A-n77(2A)-n261H,CA_n71A-n77ACA_n71A-n261A/G/HCA_n77A-n261A/G/H,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,CA_n77(2A)_BCS4 and 5,
,,n261,,CA_n261H,
CA_n77A-n79A-n257A,CA_n77A-n79ACA_n77A-n257ACA_n79A-n257A,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,"50, 100, 200, 400",
CA_n77A-n79A-n257G,CA_n257GCA_n77A-n79ACA_n77A-n257A/GCA_n79A-n257A/G,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257G,
CA_n77A-n79A-n257H,CA_n257G/HCA_n77A-n79ACA_n77A-n257A/G/HCA_n79A-n257A/G/H,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257H,
CA_n77A-n79A-n257I,CA_n257G/H/ICA_n77A-n79ACA_n77A-n257A/G/H/ICA_n79A-n257A/G/H/I,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257I,
CA_n77(2A)-n79A-n257A,CA_n77A-n79ACA_n77A-n257ACA_n79A-n257A,n77,,CA_n77(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,"50, 100, 200, 400",
CA_n77(2A)-n79A-n257G,CA_n257GCA_n77A-n79ACA_n77A-n257A/GCA_n79A-n257A/G,n77,,CA_n77(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257G,
CA_n77(2A)-n79A-n257H,CA_n257G/HCA_n77A-n79ACA_n77A-n257A/G/HCA_n79A-n257A/G/H,n77,,CA_n77(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257H,
CA_n77(2A)-n79A-n257I,CA_n257G/H/ICA_n77A-n79ACA_n77A-n257A/G/H/ICA_n79A-n257A/G/H/I,n77,,CA_n77(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257I,
CA_n77(3A)-n79A-n257A,CA_n77A-n79ACA_n77A-n257ACA_n79A-n257A,n77,,CA_n77(3A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,"50, 100, 200, 400",
CA_n77(3A)-n79A-n257G,CA_n77A-n79ACA_n77A-n257A/GCA_n79A-n257A/G,n77,,CA_n77(3A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257G,
CA_n77(3A)-n79A-n257H,CA_n77A-n79ACA_n77A-n257A/G/HCA_n79A-n257A/G/H,n77,,CA_n77(3A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257H,
CA_n77(3A)-n79A-n257I,CA_n77A-n79ACA_n77A-n257A/G/H/ICA_n79A-n257A/G/H/I,n77,,CA_n77(3A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257I,
CA_n77A-n79A-n258A,CA_n77A-n79ACA_n77A-n258ACA_n79A-n258A,n77,,"10, 15, 20, 40, 50, 60, 80, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,"50, 100, 200, 400",
CA_n77A-n79A-n258D,CA_n77A-n79ACA_n77A-n258A/DCA_n79A-n258A/D,n77,,"10, 15, 20, 40, 50, 60, 80, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,CA_n258D,
CA_n77A-n79A-n258G,CA_n77A-n79ACA_n77A-n258A/GCA_n79A-n258A/G,n77,,"10, 15, 20, 40, 50, 60, 80, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,CA_n258G,
CA_n77A-n79A-n258H,CA_n77A-n79ACA_n77A-n258A/G/HCA_n79A-n258A/G/H,n77,,"10, 15, 20, 40, 50, 60, 80, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,CA_n258H,
CA_n77A-n79A-n258I,CA_n77A-n79ACA_n77A-n258A/G/H/ICA_n79A-n258A/G/H/I,n77,,"10, 15, 20, 40, 50, 60, 80, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,CA_n258I,
CA_n77A-n79A-n258J,CA_n77A-n79ACA_n77A-n258A/G/H/I/JCA_n79A-n258A/G/H/I/J,n77,,"10, 15, 20, 40, 50, 60, 80, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,CA_n258J,
CA_n77(2A)-n79A-n258A,CA_n77A-n79ACA_n77A-n258ACA_n79A-n258A,n77,,CA_n77(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,"50, 100, 200, 400",
CA_n77(2A)-n79A-n258D,CA_n77A-n79ACA_n77A-n258A/DCA_n79A-n258A/D,n77,,CA_n77(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,CA_n258D,
CA_n77(2A)-n79A-n258G,CA_n77A-n79ACA_n77A-n258A/GCA_n79A-n258A/G,n77,,CA_n77(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,CA_n258G,
CA_n77(2A)-n79A-n258H,CA_n77A-n79ACA_n77A-n258A/G/HCA_n79A-n258A/G/H,n77,,CA_n77(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,CA_n258H,
CA_n77(2A)-n79A-n258I,CA_n77A-n79ACA_n77A-n258A/G/H/ICA_n79A-n258A/G/H/I,n77,,CA_n77(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,CA_n258I,
CA_n77(2A)-n79A-n258J,CA_n77A-n79ACA_n77A-n258A/G/H/I/JCA_n79A-n258A/G/H/I/J,n77,,CA_n77(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n258,,CA_n258J,
CA_n77A-n79A-n259A,CA_n77A-n79ACA_n77A-n259ACA_n79A-n259A,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,"50, 100, 200, 400",
CA_n77A-n79A-n259G,CA_n259GCA_n77A-n79ACA_n77A-n259A/GCA_n79A-n259A/G,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259G,
CA_n77A-n79A-n259H,CA_n259G/HCA_n77A-n79ACA_n77A-n259A/G/HCA_n79A-n259A/G/H,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259H,
CA_n77A-n79A-n259I,CA_n259G/H/ICA_n77A-n79ACA_n77A-n259A/G/H/ICA_n79A-n259A/G/H/I,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259I,
CA_n77A-n79A-n259J,CA_n259G/H/I/JCA_n77A-n79ACA_n77A-n259A/G/H/I/JCA_n79A-n259A/G/H/I/J,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259J,
CA_n77A-n79A-n259K,CA_n259G/H/I/J/KCA_n77A-n79ACA_n77A-n259A/G/H/I/J/KCA_n79A-n259A/G/H/I/J/K,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259K,
CA_n77A-n79A-n259L,CA_n259G/H/I/J/K/LCA_n77A-n79ACA_n77A-n259A/G/H/I/J/K/LCA_n79A-n259A/G/H/I/J/K/L,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259L,
CA_n77A-n79A-n259M,CA_n259G/H/I/J/K/L/MCA_n77A-n79ACA_n77A-n259A/G/H/I/J/K/L/MCA_n79A-n259A/G/H/I/J/K/L/M,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259M,
CA_n77A-n257A-n259A,CA_n77A-n257ACA_n77A-n259A,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,"50, 100, 200, 400",
CA_n77A-n257A-n259G,CA_n259GCA_n77A-n257ACA_n77A-n259A/G,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259G,
CA_n77A-n257A-n259H,CA_n259G/HCA_n77A-n257ACA_n77A-n259A/G/H,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259H,
CA_n77A-n257A-n259I,CA_n259G/H/I CA_n77A-n257ACA_n77A-n259A/G/H/I,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259I,
CA_n77A-n257A-n259J,CA_n259G/H/I/JCA_n77A-n257ACA_n77A-n259A/G/H/I/J,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259J,
CA_n77A-n257A-n259K,CA_n259G/H/I/J/KCA_n77A-n257ACA_n77A-n259A/G/H/I/J/K,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259K,
CA_n77A-n257A-n259L,CA_n259G/H/I/J/K/LCA_n77A-n257ACA_n77A-n259A/G/H/I/J/K/L,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259L,
CA_n77A-n257A-n259M,CA_n259G/H/I/J/K/L/MCA_n77A-n257ACA_n77A-n259A/G/H/I/J/K/L/M,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,"50, 100, 200, 400",
,,n259,,CA_n259M,
CA_n77A-n257G-n259A,CA_n257GCA_n77A-n257A/GCA_n77A-n259A,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,"50, 100, 200, 400",
CA_n77A-n257G-n259G,CA_n257GCA_n259GCA_n77A-n257A/GCA_n77A-n259A/G,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259G,
CA_n77A-n257G-n259H,CA_n257GCA_n259G/HCA_n77A-n257A/GCA_n77A-n259A/G/H,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259H,
CA_n77A-n257G-n259I,CA_n257GCA_n259G/H/ICA_n77A-n257A/GCA_n77A-n259A/G/H/I,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259I,
CA_n77A-n257G-n259J,CA_n257GCA_n259G/H/I/J CA_n77A-n257A/GCA_n77A-n259A/G/H/I/J,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259J,
CA_n77A-n257G-n259K,CA_n257GCA_n259G/H/I/J/KCA_n77A-n257A/GCA_n77A-n259A/G/H/I/J/K,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259K,
CA_n77A-n257G-n259L,CA_n257GCA_n259G/H/I/J/K/LCA_n77A-n257A/GCA_n77A-n259A/G/H/I/J/K/L,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259L,
CA_n77A-n257G-n259M,CA_n257GCA_n259G/H/I/J/K/L/MCA_n77A-n257A/GCA_n77A-n259A/G/H/I/J/K/L/M,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257G,
,,n259,,CA_n259M,
CA_n77A-n257H-n259A,CA_n257G/H CA_n77A-n257A/G/HCA_n77A-n259A,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,"50, 100, 200, 400",
CA_n77A-n257H-n259G,CA_n257G/HCA_n259GCA_n77A-n257A/G/HCA_n77A-n259A/G,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259G,
CA_n77A-n257H-n259H,CA_n257G/HCA_n259G/H CA_n77A-n257A/G/HCA_n77A-n259A/G/H,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259H,
CA_n77A-n257H-n259I,CA_n257G/HCA_n259G/H/I CA_n77A-n257A/G/HCA_n77A-n259A/G/H/I,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259I,
CA_n77A-n257H-n259J,CA_n257G/HCA_n259G/H/I/JCA_n77A-n257A/G/HCA_n77A-n259A/G/H/I/J,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259J,
CA_n77A-n257H-n259K,CA_n257G/HCA_n259G/H/I/J/KCA_n77A-n257A/G/HCA_n77A-n259A/G/H/I/J/K,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259K,
CA_n77A-n257H-n259L,CA_n257G/HCA_n259G/H/I/J/K/LCA_n77A-n257A/G/HCA_n77A-n259A/G/H/I/J/K/L,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259L,
CA_n77A-n257H-n259M,CA_n257G/HCA_n259G/H/I/J/K/L/MCA_n77A-n257A/G/HCA_n77A-n259A/G/H/I/J/K/L/M,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257H,
,,n259,,CA_n259M,
CA_n77A-n257I-n259A,CA_n257G/H/I CA_n77A-n257A/G/H/ICA_n77A-n259A,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,"50, 100, 200, 400",
CA_n77A-n257I-n259G,CA_n257G/H/ICA_n259GCA_n77A-n257A/G/H/ICA_n77A-n259A/G,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259G,
CA_n77A-n257I-n259H,CA_n257G/H/ICA_n259G/HCA_n77A-n257A/G/H/ICA_n77A-n259A/G/H,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259H,
CA_n77A-n257I-n259I,CA_n257G/H/ICA_n259G/H/ICA_n77A-n257A/G/H/ICA_n77A-n259A/G/H/I,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259I,
CA_n77A-n257I-n259J,CA_n257G/H/ICA_n259G/H/I/JCA_n77A-n257A/G/H/ICA_n77A-n259A/G/H/I/J,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259J,
CA_n77A-n257I-n259K,CA_n257G/H/ICA_n259G/H/I/J/KCA_n77A-n257A/G/H/ICA_n77A-n259A/G/H/I/J/K,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259K,
CA_n77A-n257I-n259L,CA_n257G/H/ICA_n259G/H/I/J/K/LCA_n77A-n257A/G/H/ICA_n77A-n259A/G/H/I/J/K/L,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259L,
CA_n77A-n257I-n259M,CA_n257G/H/ICA_n259G/H/I/J/K/L/MCA_n77A-n257A/G/H/ICA_n77A-n259A/G/H/I/J/K/L/M,n77,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n257,,CA_n257I,
,,n259,,CA_n259M,
CA_n78A-n79A-n257A,CA_n78A-n79ACA_n78A-n257ACA_n79A-n257A,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,"50, 100, 200, 400",
CA_n78A-n79A-n257G,CA_n257GCA_n78A-n79ACA_n78A-n257A/GCA_n79A-n257A/G,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257G,
CA_n78A-n79A-n257H,CA_n257G/HCA_n78A-n79ACA_n78A-n257A/G/HCA_n79A-n257A/G/H,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257H,
CA_n78A-n79A-n257I,CA_n257G/H/ICA_n78A-n79ACA_n78A-n257A/G/H/ICA_n79A-n257A/G/H/I,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257I,
CA_n78(2A)-n79A-n257A,CA_n78A-n79ACA_n78A-n257ACA_n79A-n257A,n78,,CA_n78(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,"50, 100, 200, 400",
CA_n78(2A)-n79A-n257G,CA_n257GCA_n78A-n79ACA_n78A-n257A/GCA_n79A-n257A/G,n78,,CA_n78(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257G,
CA_n78(2A)-n79A-n257H,CA_n257G/HCA_n78A-n79ACA_n78A-n257A/G/HCA_n79A-n257A/G/H,n78,,CA_n78(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257H,
CA_n78(2A)-n79A-n257I,CA_n257G/H/ICA_n78A-n79ACA_n78A-n257A/G/H/ICA_n79A-n257A/G/H/I,n78,,CA_n78(2A),0
,,n79,,"40, 50, 60, 80, 100",
,,n257,,CA_n257I,
CA_n78A-n79A-n259A,CA_n78A-n79ACA_n78A-n259ACA_n79A-n259A,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,"50, 100, 200, 400",
CA_n78A-n79A-n259G,CA_n259GCA_n78A-n79ACA_n78A-n259A/GCA_n79A-n259A/G,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259G,
CA_n78A-n79A-n259H,CA_n259G/HCA_n78A-n79ACA_n78A-n259A/G/HCA_n79A-n259A/G/H,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259H,
CA_n78A-n79A-n259I,CA_n259G/H/ICA_n78A-n79ACA_n78A-n259A/G/H/ICA_n79A-n259A/G/H/I,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259I,
CA_n78A-n79A-n259J,CA_n259G/H/I/JCA_n78A-n79ACA_n78A-n259A/G/H/I/JCA_n79A-n259A/G/H/I/J,n78,,"10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n79,,"40, 50, 60, 80, 100",
,,n259,,CA_n259J,
