EN-DCconfiguration,Uplink EN-DC configuration(note 1)
"DC_3A-19A-42A_n78A7,8,9DC_3A-19A-42A_n78C7,8DC_3A-19A-42C_n78A7,8,9DC_3A-19A-42C_n78C7,8DC_3A-19A-42D_n78A7,8DC_3A-19A-42D_n78C7,8",DC_3A_n78A9DC_19A_n78A9
DC_3A-19A-42A_n79A9DC_3A-19A-42A_n79C2DC_3A-19A-42C_n79A9DC_3A-19A-42C_n79CDC_3A-19A-42D_n79ADC_3A-19A-42D_n79C,DC_3A_n79A9DC_19A_n79A9
DC_3A-19A_n77A-n79A9,DC_19A_n77A9DC_19A_n79A9
DC_3A-19A_n78A-n79A9,DC_19A_n78A9DC_19A_n79A9
DC_3A-20A_n1A-n7ADC_3C-20A_n1A-n7A,DC_3A_n1ADC_3C_n1ADC_3A_n7ADC_3C_n7ADC_20A_n1ADC_20A_n7A
"DC_3A-20A_n1A-n28A8,14DC_3C-20A_n1A-n28A8,14",DC_3A_n1ADC_3C_n1ADC_3A_n28ADC_3C_n28ADC_20A_n1ADC_20A_n28A
DC_3A-20A_n1A-n41A,DC_3A_n1ADC_20A_n1ADC_3A_n41ADC_20A_n41A
DC_3A-3A-20A_n1A-n41A,DC_3A_n1ADC_20A_n1ADC_3A_n41ADC_20A_n41A
DC_3A-20A_n1A-n75ADC_3C-20A_n1A-n75A,DC_3A_n1ADC_3C_n1ADC_20A_n1A
DC_3A-20A_n1A-n78ADC_3C-20A_n1A-n78A,DC_3A_n1ADC_3C_n1ADC_3A_n78ADC_3C_n78ADC_20A_n1ADC_20A_n78A
DC_3A-3A-20A_n1A-n78A,DC_3A_n1ADC_3A_n78ADC_20A_n1ADC_20A_n78A
DC_3A-20A_n3A-n67A,DC_3A_n3A4DC_20A_n3A
"DC_3A-20A_n7A-n28A8,14DC_3C-20A_n7A-n28A8,14",DC_3A_n7ADC_3C_n7ADC_3A_n28ADC_20A_n7ADC_20A_n28A
DC_3A-20A_n7A-n78A,DC_3A_n7ADC_3A_n78ADC_20A_n7ADC_20A_n78A
DC_3A-20A_n8A-n78A,DC_3A_n8ADC_3A_n78ADC_20A_n8ADC_20A_n78A
DC_3A-20A-28A_n1A,DC_3A_n1ADC_20A_n1ADC_28A_n1A
DC_3A-20A-28A_n7A,DC_3A_n7ADC_20A_n7ADC_28A_n7A
DC_3A-20A_n28A-n75ADC_3C-20A_n28A-n75A,DC_3A_n28ADC_3C_n28ADC_20A_n28A
DC_3A-20A-28A_n78A,DC_3A_n78ADC_20A_n78ADC_28A_n78A
DC_3A-3A-20A-28A_n78A,DC_3A_n78ADC_20A_n78ADC_28A_n78A
"DC_3A-20A_n28A-n78A2,3,8,14DC_3C-20A_n28A-n78A2,3,8,14",DC_3A_n28ADC_3C_n28ADC_3A_n78ADC_3C_n78ADC_20A_n28ADC_20A_n78A
DC_3A-20A-32A_n1ADC_3C-20A-32A_n1A,DC_3A_n1ADC_3C_n1ADC_20A_n1A
DC_3A-20A-32A_n7A,DC_3A_n7ADC_20A_n7A
"DC_3A-20A-32A_n28A8,14DC_3C-20A-32A_n28A8,14",DC_3A_n28ADC_3C_n28ADC_20A_n28A
DC_3A-20A-32A_n78A,DC_3A_n78ADC_20A_n78A
DC_3A-20A-38A_n1A,DC_3A_n1ADC_20A_n1ADC_38A_n1A
DC_3A-20A-38A_n28A,DC_3A_n28ADC_20A_n28ADC_38A_n28A
DC_3A-20A-38A_n78ADC_3C-20A-38A_n78A,DC_3A_n78ADC_3C_n78ADC_20A_n78ADC_38A_n78A
DC_3A-20A-38A_n78(2A),DC_3A_n78ADC_20A_n78A
DC_3A-20A_n38A-n78A,DC_3A_n78ADC_20A_n78ADC_3A_n38ADC_20A_n38A
DC_3A-20A-40A_n1A,DC_3A_n1ADC_20A_n1ADC_40A_n1A
DC_3A-20A-40A_n28A,DC_3A_n28ADC_20A_n28ADC_40A_n28A
DC_3A-20A-40A_n78ADC_3A-20A-40C_n78A,DC_3A_n78ADC_20A_n78ADC_40A_n78A
DC_3A-20A-40A_n78(2A)DC_3A-20A-40C_n78(2A),DC_3A_n78ADC_20A_n78ADC_40A_n78A
DC_3A-20A-41A_n1ADC_3A-20A-41C_n1A,DC_3A_n1ADC_20A_n1ADC_41A_n1ADC_41C_n1A
DC_3A-3A-20A-41A_n1ADC_3A-3A-20A-41C_n1A,DC_3A_n1ADC_20A_n1ADC_41A_n1ADC_41C_n1A
DC_3A-20A-41A_n41A,DC_3A_n41ADC_41A_n41ADC_20A_n41A
DC_3A-3A-20A-41A_n41A,DC_3A_n41ADC_41A_n41ADC_20A_n41A
DC_3A-20A_n41A-n78A,DC_3A_n41ADC_3A_n78ADC_20A_n41ADC_20A_n78A
DC_3A-20A-41A_n78ADC_3A-20A-41C_n78A,DC_3A_n78ADC_20A_n78ADC_41A_n78ADC_41C_n78A
DC_3A-3A-20A-41A_n78ADC_3A-3A-20A-41C_n78A,DC_3A_n78ADC_20A_n78ADC_41A_n78ADC_41C_n78A
DC_3A-20A-67A_n3A,DC_3A_n3A4DC_20A_n3A
DC_3A-20A_SUL_n78A-n80ADC_3C-20A_SUL_n78A-n80A,DC_3A_n78ADC_3A_n80A_ULSUP-TDM_n78ADC_20A_n78ADC_20A_n80A
DC_3A-21A_n28A-n77A,DC_3A_n28ADC_3A_n77ADC_21A_n28ADC_21A_n77A
DC_3A-21A_n28A-n78A,DC_3A_n28ADC_3A_n78ADC_21A_n28ADC_21A_n78A
DC_3A-21A_n28A-n79A2,DC_3A_n28ADC_3A_n79ADC_21A_n28ADC_21A_n79A
DC_3A-21A-42A_n1A2DC_3A-21A-42C_n1A2,DC_3A_n1ADC_21A_n1ADC_42A_n1A
DC_3A-21A_n1A-n77A2,DC_3A_n1ADC_3A_n77ADC_21A_n1ADC_21A_n77A
DC_3A-21A_n1A-n78A2,DC_3A_n1ADC_3A_n78ADC_21A_n1ADC_21A_n78A
DC_3A-21A_n1A-n79A2,DC_3A_n1ADC_3A_n79ADC_21A_n1ADC_21A_n79A
"DC_3A-21A-42A_n77A7,8,9DC_3A-21A-42A_n77C7,8DC_3A-21A-42C_n77A7,8,9DC_3A-21A-42C_n77C7,8DC_3A-21A-42D_n77A7,8DC_3A-21A-42D_n77C7,8",DC_3A_n77A9DC_21A_n77A9
"DC_3A-21A-42A_n78A7,8,9DC_3A-21A-42A_n78C7,8DC_3A-21A-42C_n78A7,8,9DC_3A-21A-42C_n78C7,8DC_3A-21A-42D_n78A7,8DC_3A-21A-42D_n78C7,8",DC_3A_n78A9DC_21A_n78A9
DC_3A-21A-42A_n79A9DC_3A-21A-42A_n79CDC_3A-21A-42C_n79A9DC_3A-21A-42C_n79CDC_3A-21A-42D_n79ADC_3A-21A-42D_n79C,DC_3A_n79A9DC_21A_n79A9
DC_3A-21A_n77A-n79A9,DC_3A_n77A9DC_3A_n79A9DC_21A_n77A9DC_21A_n79A9
DC_3A-21A_n78A-n79A9,DC_3A_n78A9DC_3A_n79A9DC_21A_n78A9DC_21A_n79A9
DC_3A-28A_n1A-n5A,DC_3A_n1ADC_3A_n5ADC_28A_n1ADC_28A_n5A
DC_3A-28A_n1A-n40A,DC_3A_n1ADC_3A_n40ADC_28A_n1ADC_28A_n40A
DC_3A-28A_n1A-n78A2,DC_3A_n1ADC_28A_n1ADC_3A_n78ADC_28A_n78A
DC_3A-28A_n1A-n105A,DC_3A_n1ADC_3A_n105ADC_28A_n1A
DC_3A-28A_n3A-n78A2,DC_3A_n3A4DC_28A_n3ADC_3A_n78ADC_28A_n78A
DC_3A-28A_n5A-n40A,DC_3A_n5ADC_3A_n40ADC_28A_n5ADC_28A_n40A
DC_3A-28A_n5A-n78A2DC_3C-28A_n5A-n78A2,DC_3A_n5ADC_3A_n78ADC_3C_n78ADC_28A_n5ADC_28A_n78A
DC_3A-28A_n5A-n105A,DC_3A_n5ADC_3A_n105ADC_28A_n5A
DC_3A-28A-(n)7AADC_3C-28A-(n)7AA,DC_3A_n7ADC_28A_n7A
DC_3A-28A_n7A-n78ADC_3A-28A_n7B-n78ADC_3C-28A_n7A-n78ADC_3C-28A_n7B-n78A,DC_3A_n7ADC_3A_n7BDC_3C_n7ADC_28A_n7ADC_28A_n7BDC_3A_n78ADC_3C_n78ADC_28A_n78A
DC_3A-3A-28A_n7A-n78ADC_3A-3A-28A_n7B-n78A,DC_3A_n7ADC_3A_n7BDC_28A_n7ADC_28A_n7BDC_3A_n78ADC_28A_n78A
DC_3A-28A-32A_n1A,DC_3A_n1ADC_28A_n1A
DC_3A-28A_n40A-n77ADC_3C-28A_n40A-n77ADC_3A-28C_n40A-n77ADC_3C-28C_n40A-n77A,DC_3A_n40ADC_3A_n77ADC_28A_n40ADC_28A_n77A
DC_3A-28A-38A_n1A,DC_3A_n1ADC_28A_n1ADC_38A_n1A
DC_3A-28A-40A_n1A,DC_3A_n1ADC_28A_n1ADC_40A_n1A
DC_3A-28A_n40A-n71ADC_3C-28A_n40A-n71A,DC_3A_n40ADC_3A_n71ADC_28A_n40ADC_28A_n71A18
DC_3A-28A-40A_n78ADC_3A-28A-40C_n78A,DC_3A_n78ADC_28A_n78ADC_40A_n78A
DC_3A-28A_n38A-n78A,DC_3A_n38ADC_3A_n78ADC_28A_n38ADC_28A_n78A
DC_3A-28A_n40A-n78A,DC_3A_n40ADC_3A_n78ADC_28A_n40ADC_28A_n78A
DC_3A-28A_n41A-n77A,DC_3A_n41ADC_28A_n41ADC_3A_n77ADC_28A_n77A
DC_3A-28A-41A_n78ADC_3A-28A-41C_n78A,DC_3A_n78ADC_28A_n78ADC_41A_n78ADC_41C_n78A
"DC_3A-28A-42A_n77A7,8DC_3A-28A-42A_n77C7,8DC_3A-28A-42C_n77A7,8DC_3A-28A-42C_n77C7,8",DC_3A_n77ADC_28A_n77A
"DC_3A-28A-42A_n78A7,8DC_3A-28A-42A_n78C7,8DC_3A-28A-42C_n78A7,8DC_3A-28A-42C_n78C7,8",DC_3A_n78ADC_28A_n78A
DC_3A-28A-42A_n79ADC_3A-28A-42A_n79CDC_3A-28A-42C_n79ADC_3A-28A-42C_n79C,DC_3A_n79ADC_28A_n79A
DC_3A-28A_n71A-n77ADC_3C-28A_n71A-n77A,DC_3A_n77ADC_3A_n77ADC_28A_n71ADC_28A_n77A4
DC_3A_n28A-n77A-n79A9,DC_3A_n28ADC_3A_n77A9DC_3A_n79A9
DC_3A_n28A-n78A-n79A,DC_3A_n28ADC_3A_n78ADC_3A_n79A
DC_3A-28A_n78A-n105A,DC_3A_n78ADC_3A_n105ADC_28A_n78A
DC_3A-32A_n1A-n28ADC_3C-32A_n1A-n28A,DC_3A_n1ADC_3C_n1ADC_3A_n28ADC_3C_n28A
DC_3A-32A_n1A-n78ADC_3C-32A_n1A-n78A,DC_3A_n1ADC_3A_n78ADC_3C_n1ADC_3C_n78A
DC_3A-32A_n28A-n78A,DC_3A_n28ADC_3A_n78A
DC_3A-38A_n7A-n78A,DC_3A_n78A
DC_3A-32A-38A_n28ADC_3C-32A-38A_n28A,DC_3A_n28ADC_38A_n28A
DC_3A-38A_n1A-n28A,DC_3A_n1ADC_3A_n28ADC_38A_n1ADC_38A_n28A
DC_3A-38A_n1A-n78A,DC_3A_n1ADC_3A_n78ADC_38A_n1ADC_38A_n78A
DC_3A-38A_n28A-n78ADC_3C-38A_n28A-n78A,DC_3A_n28ADC_3C_n78ADC_3A_n78ADC_38A_n28ADC_38A_n78A
DC_3A-38A-40A_n1A,DC_3A_n1ADC_38A_n1ADC_40A_n1A
DC_3A-38A-40A_n28A,DC_3A_n28ADC_38A_n28ADC_40A_n28A
DC_3A-40A_n1A-n28A,DC_3A_n1ADC_3A_n28ADC_40A_n1ADC_40A_n28A
DC_3A-40A_n1A-n78ADC_3A-40C_n1A-n78A,DC_3A_n1ADC_3A_n78ADC_40A_n1ADC_40A_n78A
DC_3A-40A_n28A-n78A,DC_3A_n28ADC_3A_n78ADC_40A_n28ADC_40A_n78A
DC_3A_n40A-n41A-n79A,DC_3A_n40ADC_3A_n41ADC_3A_n79A
DC_3A_n40A-n78A-n105A,DC_3A_n40ADC_3A_n78ADC_3A_n105A
DC_3A-41A_n1A-n41A,DC_3A_n1ADC_3A_n41ADC_41A_n1ADC_41A_n41A
DC_3A-3A-41A_n1A-n41A,DC_3A_n1ADC_3A_n41ADC_41A_n1ADC_41A_n41A
DC_3A-41A_n1A-n78A,DC_3A_n1ADC_3A_n78ADC_41A_n1ADC_41A_n78A
DC_3A-3A-41A_n1A-n78A,DC_3A_n1ADC_3A_n78ADC_41A_n1ADC_41A_n78A
DC_3A-41C_n1A-n78A,DC_3A_n1ADC_3A_n78ADC_41A_n1ADC_41A_n78A
DC_3A-3A-41C_n1A-n78A,DC_3A_n1ADC_3A_n78ADC_41A_n1ADC_41A_n78A
DC_3A-41A_n3A-n41A,DC_3A_n3A4DC_3A_n41ADC_41A_n3A
DC_3A-41A_n3A-n77A9DC_3A-41C_n3A-n77A9,DC_3A_n3A4DC_3A_n77A9DC_41A_n3ADC_41C_n3ADC_41A_n77ADC_41C_n77A
DC_3A-41A_n3A-n78ADC_3A-41C_n3A-n78A,DC_3A_n3A4DC_3A_n78ADC_41A_n3ADC_41C_n3ADC_41A_n78ADC_41C_n78A
DC_3A-41A_n28A-n41A,DC_3A_n28ADC_3A_n41ADC_41A_n28A
DC_3A-41A_n28A-n77A9DC_3A-41C_n28A-n77A,DC_3A_n28ADC_3A_n77A9DC_41A_n28ADC_41C_n28ADC_41A_n77A9DC_41C_n77A
DC_3A-41A_n28A-n78ADC_3A-41C_n28A-n78A,DC_3A_n28ADC_3A_n78ADC_41A_n28ADC_41C_n28ADC_41A_n78ADC_41C_n78A
DC_3A-41A_n41A-n77A,DC_3A_n41ADC_3A_n77ADC_41A_n77A
DC_3A-41A_n41A-n78A,DC_3A_n41ADC_3A_n78ADC_41A_n78A
"DC_3A-41A-42A_n77A7,8DC_3A-41A-42C_n77A7,8DC_3A-41C-42A_n77A7,8DC_3A-41C-42C_n77A7,8",DC_3A_n77ADC_41A_n77A
"DC_3A-41A-42A_n77(2A)7,8DC_3A-41A-42C_n77(2A)7,8",DC_3A_n77ADC_41A_n77A
"DC_3A-41A-42A_n78A7,8DC_3A-41A-42C_n78A7,8DC_3A-41C-42A_n78A7,8DC_3A-41C-42C_n78A7,8",DC_3A_n78ADC_41A_n78A
DC_3A-41A-42A_n79ADC_3A-41A-42C_n79ADC_3A-41C-42A_n79ADC_3A-41C-42C_n79A,DC_3A_n79ADC_41A_n79A
"DC_3A-42A_n1A-n77A7,8DC_3A-42C_n1A-n77A7,8",DC_3A_n1ADC_3A_n77A
"DC_3A-42A_n1A-n78A7,8DC_3A-42C_n1A-n78A7,8",DC_3A_n1ADC_3A_n78A
DC_3A-42A_n1A-n79ADC_3A-42C_n1A-n79A,DC_3A_n1ADC_3A_n79A
"DC_3A-42A_n28A-n77A7,8DC_3A-42C_n28A-n77A7,8",DC_3A_n28ADC_3A_n77ADC_42A_n28ADC_42C_n28A
"DC_3A-42A_n28A-n77(2A)7,8DC_3A-42C_n28A-n77(2A)7,8",DC_3A_n28ADC_3A_n77ADC_42A_n28ADC_42C_n28A
"DC_3A-42A_n77A-n79A7,8,9DC_3A-42C_n77A-n79A7,8,9",DC_3A_n77A9DC_3A_n79A9
"DC_3A-42A_n78A-n79A7,8,9DC_3A-42C_n78A-n79A7,8,9",DC_3A_n78A9DC_3A_n79A9
DC_5A-7A_n1A-n78A,DC_5A_n1ADC_5A_n78ADC_7A_n1ADC_7A_n78A
DC_5A-7A_n2A-n66A,DC_5A_n2ADC_5A_n66ADC_7A_n2ADC_7A_n66A
DC_5A-7A_n2A-n77A,DC_5A_n2ADC_5A_n77ADC_7A_n2ADC_7A_n77A
DC_5A-7A_n2A-n78A,DC_5A_n2ADC_7A_n2ADC_5A_n78ADC_7A_n78A
DC_5A-7A_n28A-n78A,DC_5A_n28ADC_5A_n78ADC_7A_n28ADC_7A_n78A
DC_5A-7A_n40A-n77A,DC_5A_n40ADC_5A_n77ADC_7A_n40ADC_7A_n77A
DC_5A-7A_n40A-n77(2A),DC_5A_n40ADC_5A_n77ADC_7A_n40ADC_7A_n77A
DC_5A-7A-7A_n40A-n77A,DC_5A_n40ADC_5A_n77ADC_7A_n40ADC_7A_n77A
DC_5A-7A-7A_n40A-n77(2A),DC_5A_n40ADC_5A_n77ADC_7A_n40ADC_7A_n77A
DC_5A-7A_n40A-n78ADC_5A-7A_n40A-n78C,DC_5A_n40ADC_5A_n78ADC_7A_n40ADC_7A_n78A
DC_5A-7A-7A_n40A-n78ADC_5A-7A-7A_n40A-n78C,DC_5A_n40ADC_5A_n78ADC_7A_n40ADC_7A_n78A
DC_5A-7A-66A_n2A,DC_5A_n2ADC_7A_n2ADC_66A_n2A
DC_5A-7A-66A_n7A,DC_5A_n7ADC_7A_n7A4DC_66A_n7A
DC_5A-7A-66A-66A_n7A,DC_5A_n7ADC_7A_n7A4DC_66A_n7A
DC_5A-7A-66A_n66ADC_5A-7C-66A_n66A,DC_5A_n66ADC_7A_n66ADC_66A_n66A4
DC_5A-7A-7A-66A_n66A,DC_5A_n66ADC_7A_n66ADC_66A_n66A4
DC_5A-7A-(n)66AADC_5A-7C-(n)66AA,DC_5A_n66ADC_7A_n66ADC_(n)66AA4
DC_5A-7A-7A-(n)66AA,DC_5A_n66ADC_7A_n66ADC_(n)66AA4
DC_5A-7A-66A_n77A,DC_5A_n77ADC_7A_n77ADC_66A_n77A
DC_5A-7A-66A_n77(2A),DC_5A_n77ADC_7A_n77ADC_66A_n77A
DC_5A-7A_n66A-n77A,DC_5A_n66ADC_5A_n77ADC_7A_n66ADC_7A_n77A
DC_5A-7A-66A_n78ADC_5A-7C-66A_n78A,DC_5A_n78ADC_7A_n78ADC_7C_n78ADC_66A_n78A
DC_5A-7A-66A-66A_n78ADC_5A-7C-66A-66A_n78A,DC_5A_n78ADC_7A_n78ADC_7C_n78ADC_66A_n78A
DC_5A-7A-66A_n78(2A),DC_5A_n78ADC_7A_n78ADC_66A_n78A
DC_5A-7A_n66A-n78A,DC_5A_n66ADC_7A_n66ADC_5A_n78ADC_7A_n78A
DC_5A-30A-66A_n2A,DC_5A_n2ADC_30A_n2ADC_66A_n2A
DC_5A-30A-66A-66A_n2A,DC_5A_n2ADC_30A_n2ADC_66A_n2A
DC_5A-30A-66A_n5A,DC_30A_n5ADC_66A_n5A
DC_5A-30A-66A-66A_n5A,DC_30A_n5ADC_66A_n5A
DC_5A-30A-66A_n66A,DC_5A_n66ADC_30A_n66ADC_66A_n66A4
DC_5A-30A-66A_n77A9,DC_5A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_5A-30A-66A-66A_n77A9,DC_5A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_5A-30A-66A_n77(2A) 9,DC_5A_n77A9DC_30A_n77A9DC_66A_n77A9
DC_5A-48A-(n)12AA,DC_5A_n12ADC_48A_n12ADC_(n)12AA4
DC_5A-48A-66A_n12A,DC_5A_n12ADC_48A_n12ADC_66A_n12A
DC_5A-48A-66A_n71A,DC_5A_n71ADC_48A_n71ADC_66A_n71A
DC_5A-66A_n2A-n41A,DC_5A_n2ADC_5A_n41ADC_66A_n2ADC_66A_n41A
DC_5A-66A_n2A-n66A,DC_5A_n2ADC_5A_n66ADC_66A_n2ADC_66A_n66A4
DC_5A-66A_n2A-n77ADC_5A-66A_n2A-n77C,DC_5A_n2ADC_5A_n77ADC_66A_n2ADC_66A_n77A
DC_5A-66A-66A_n2A-n77A,DC_5A_n2ADC_5A_n77ADC_66A_n2ADC_66A_n77A
DC_5A-66A_n5A-n77ADC_5A-66A_n5A-n77C,DC_5A_n77ADC_66A_n5ADC_66A_n77A
DC_5A-66A-66A_n5A-n77A,DC_5A_n77ADC_66A_n5ADC_66A_n77A
"DC_5A-48A-66A_n77A7,8,9DC_5A-48A-66A_n77C7,8,9DC_5A-48C-66A_n77A7,8,9DC_5A-48C-66A_n77C7,8,9",DC_5A_n77A9DC_66A_n77A9
DC_5A-66A_n2A-n78A,DC_5A_n2ADC_66A_n2ADC_5A_n78ADC_66A_n78A
DC_5A-66A-(n)12AA,DC_5A_n12ADC_66A_n12ADC_(n)12AA4
DC_5A-66A_n41A-n66A,DC_5A_n41ADC_5A_n66ADC_66A_n41A
DC_5A-66A_n41A-n77A,DC_5A_n41ADC_5A_n77ADC_66A_n41ADC_66A_n77A
DC_5A-66A_n41A-n78A,DC_5A_n41ADC_5A_n78ADC_66A_n41ADC_66A_n78A
DC_5A-66A_n66A-n77A9DC_5A-66A_n66A-n77C9,DC_5A_n66ADC_5A_n77A9DC_66A_n77A9
DC_7A_n1A-n8A-n78A2,DC_7A_n1ADC_7A_n8ADC_7A_n78A
DC_7A_n1A-n40A-n78A,DC_7A_n1ADC_7A_n40ADC_7A_n78A
DC_7A_n1A-n75A-n78A,DC_7A_n1ADC_7A_n78A
DC_7A-7A_n1A-n8A-n78A2,DC_7A_n1ADC_7A_n8ADC_7A_n78A
DC_7A-8A_n1A-n40A,DC_7A_n1ADC_8A_n1ADC_7A_n40ADC_8A_n40A
"DC_7A-8A_n1A-n78A2,9DC_7A-8B_n1A-n78A2,9",DC_7A_n1ADC_7A_n78A9DC_8A_n1ADC_8B_n1ADC_8A_n78A9DC_8B_n78A9
"DC_7A-7A-8A_n1A-n78A2,9DC_7A-7A-8B_n1A-n78A2,9",DC_7A_n1ADC_7A_n78A9DC_8A_n1ADC_8B_n1ADC_8A_n78A9DC_8B_n78A9
DC_7A-8A_n7A-n78A,DC_7A_n7ADC_7A_n78ADC_8A_n7ADC_8A_n78A
DC_7A-8A-20A_n1A,DC_7A_n1ADC_8A_n1ADC_20A_n1A
DC_7A-8A-20A_n3A,DC_7A_n3ADC_8A_n3ADC_20A_n3A
DC_7A-8A-20A_n28A,DC_7A_n28A
DC_7A-8A-20A_n78A,DC_7A_n78ADC_8A_n78ADC_20A_n78A
DC_7A-8A-32A_n1A,DC_7A_n1ADC_8A_n1A
DC_7A-8A-32A_n78A,DC_7A_n78ADC_8A_n78A
DC_7A-8A-38A_n1A,DC_8A_n1A
DC_7A-8A_n28A-n78A,DC_7A_n28ADC_7A_n78ADC_8A_n28ADC_8A_n78A
DC_7A-8A-40A_n1ADC_7A-8A-40C_n1A,DC_7A_n1ADC_8A_n1ADC_40A_n1A
DC_7A-8A-40A_n78ADC_7A-8A-40C_n78A,DC_7A_n78ADC_8A_n78ADC_40A_n78A
DC_7A-8A-40A_n78(2A)DC_7A-8A-40C_n78(2A),DC_7A_n78ADC_8A_n78ADC_40A_n78A
DC_7A-8A_n40A-n78A,DC_7A_n40ADC_7A_n78ADC_8A_n40ADC_8A_n78A
DC_7A-12A_n2A-n66A,DC_7A_n2ADC_7A_n66ADC_12A_n2ADC_12A_n66A
DC_7A-12A_n2A-n77A,DC_7A_n2ADC_7A_n77ADC_12A_n2ADC_12A_n77A
DC_7A-12A_n2A-n78A,DC_7A_n2ADC_12A_n2ADC_7A_n78ADC_12A_n78A
DC_7A-12A-66A_n2A,DC_7A_n2ADC_12A_n2ADC_66A_n2A
DC_7A-12A-66A_n25A,DC_7A_n25ADC_12A_n25ADC_66A_n25A
DC_7A-12A-66A_n66A,DC_7A_n66ADC_12A_n66ADC_66A_n66A
DC_7A-12A-66A_n77A,DC_7A_n77ADC_12A_n77ADC_66A_n77A
DC_7A-12A-66A_n77(2A),DC_7A_n77ADC_12A_n77ADC_66A_n77A
DC_7A-12A_n66A-n77A,DC_7A_n66ADC_7A_n77ADC_12A_n66ADC_12A_n77A
DC_7A-12A-66A_n78A,DC_7A_n78ADC_12A_n78ADC_66A_n78A
DC_7A-12A-66A_n78(2A),DC_7A_n78ADC_12A_n78ADC_66A_n78A
DC_7A-12A_n66A-n78A,DC_7A_n66ADC_12A_n66ADC_7A_n78ADC_12A_n78A
DC_7A-12A-71A_n77A,DC_7A_n77ADC_12A_n77ADC_71A_n77A
DC_7A-13A_n25A-n66A,DC_7A_n25ADC_7A_n66ADC_13A_n25ADC_13A_n66A
DC_7A-7A-13A_n25A-n66A,DC_7A_n25ADC_7A_n66ADC_13A_n25ADC_13A_n66A
DC_7C-13A_n25A-n66A,DC_7A_n25ADC_7A_n66ADC_13A_n25ADC_13A_n66A
DC_7A-13A-66A_n66ADC_7C-13A-66A_n66A,DC_7A_n66ADC_13A_n66ADC_66A_n66A4
DC_7A-13A-(n)66AADC_7C-13A-(n)66AA,DC_7A_n66ADC_13A_n66ADC_(n)66AA4
DC_7A-7A-13A-(n)66AA,DC_7A_n66ADC_13A_n66ADC_(n)66AA4
DC_7A-7A-13A-66A_n66A,DC_7A_n66ADC_13A_n66ADC_66A_n66A4
DC_7A-20A_n1A-n75A,DC_3A_n1ADC_7A_n1A
DC_7A-20A_n1A-n78A,DC_7A_n1ADC_7A_n78ADC_20A_n1ADC_20A_n78A
DC_7A-20A_n3A-n38A,DC_20A_n3A
DC_7A-20A_n3A-n78A,DC_7A_n3ADC_20A_n3ADC_7A_n78ADC_20A_n78A
DC_7A-20A_n8A-n78A,DC_7A_n8ADC_7A_n78ADC_20A_n8ADC_20A_n78A
DC_7A-20A-28A_n1A,DC_7A_n1ADC_20A_n1ADC_28A_n1A
DC_7A-20A-28A_n3ADC_7C-20A-28A_n3A,DC_7A_n3ADC_20A_n3ADC_28A_n3A
DC_7A-20A-28A_n78A2DC_7C-20A-28A_n78A2,DC_7A_n78ADC_20A_n78ADC_28A_n78A
"DC_7A-20A_n28A-n78A2,3DC_7C-20A_n28A-n78A2,3",DC_7A_n28ADC_7A_n78ADC_20A_n28ADC_20A_n78A
DC_7A-20A-32A_n1A,DC_7A_n1ADC_20A_n1A
DC_7A-20A-32A_n3ADC_7C-20A-32A_n3A,DC_7A_n3ADC_20A_n3A
DC_7A-20A-32A_n8A,DC_7A_n8ADC_20A_n8A
DC_7A-20A-32A_n28A,DC_7A_n28ADC_20A_n28A
DC_7A-20A-32A_n78A,DC_7A_n78ADC_20A_n78A
DC_7A-20A-38A_n1A,DC_20A_n1A
DC_7A-20A-38A_n3A,DC_20A_n3A
DC_7A-20A-38A_n8A,DC_20A_n8A
DC_7A-20A-38A_n78A10,DC_20A_n78A
DC_7A-20A_n38A-n78A15,DC_20A_n78A
DC_7A-25A-66A_n77ADC_7C-25A-66A_n77A,DC_7A_n77ADC_25A_n77ADC_66A_n77A
DC_7A-7A-25A-66A_n77A,DC_7A_n77ADC_25A_n77ADC_66A_n77A
DC_7A-25A-25A-66A_n77ADC_7C-25A-25A-66A_n77A,DC_7A_n77ADC_25A_n77ADC_66A_n77A
DC_7A-7A-25A-25A-66A_n77A,DC_7A_n77ADC_25A_n77ADC_66A_n77A
DC_7A-25A-66A_n78ADC_7C-25A-66A_n78A,DC_7A_n78ADC_25A_n78ADC_66A_n78A
DC_7A-7A-25A-66A_n78A,DC_7A_n78ADC_25A_n78ADC_66A_n78A
DC_7A-25A-25A-66A_n78ADC_7C-25A-25A-66A_n78A,DC_7A_n78ADC_25A_n78ADC_66A_n78A
DC_7A-7A-25A-25A-66A_n78A,DC_7A_n78ADC_25A_n78ADC_66A_n78A
DC_7A-28A_n1A-n40A,DC_7A_n1ADC_7A_n40ADC_28A_n1ADC_28A_n40A
DC_7A-28A_n1A-n78A,DC_7A_n1ADC_28A_n1ADC_7A_n78ADC_28A_n78A
DC_7A-28A_n3A-n78ADC_7C-28A_n3A-n78A,DC_7A_n3ADC_7C_n3ADC_28A_n3ADC_7A_n78ADC_7C_n78ADC_28A_n78A
DC_7A-28A_n5A-n40A,DC_7A_n5ADC_7A_n40ADC_28A_n5ADC_28A_n40A
