NR CA configuration,Uplink CA configurationor single uplink carrier 4,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
CA_n2A-n5A-n48A-n77A,"n775,6",n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n775,6CA_n2A-n5ACA_n2A-n48ACA_n2A-n77A5CA_n5A-n48ACA_n5A-n77A5",n2,"5, 10, 15, 20, 25, 30, 40",1
,,n5,"5, 10, 15, 20, 25",
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n5A-n48ACA_n5A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5A-n48A-n77A,CA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n5A-n48ACA_n5A-n77A,n2,CccA_n2(2A)_BCS 4 and 5 _BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5A-n48(2A)-n77A,CA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n5A-n48ACA_n5A-n77A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5B-n48A-n77A,CA_n5BCA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n5A-n48ACA_n5A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5B-n48A-n77A,CA_n5BCA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n5A-n48ACA_n5A-n77A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5B-n48(2A)-n77A,CA_n5BCA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n5A-n48ACA_n5A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n48,CA_n48(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5A-n48A-n77C,"n775,6CA_n77CCA_n2A-n5ACA_n2A-n48ACA_n2A-n77A5CA_n5A-n48ACA_n5A-n77A5",n2,"5, 10, 15, 20, 25, 30, 40",0
,,n5,"5, 10, 15, 20, 25",
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",
,,n77,CA_n77C_BCS0,
,"n775,6",n2,"5, 10, 15, 20, 25, 30, 40",1
,,n5,"5, 10, 15, 20, 25",
,,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n77,CA_n77C_BCS1,
,CA_n77CCA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n2A-n77CCA_n5A-n48ACA_n5A-n77ACA_n5A-n77C,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2(2A)-n5A-n48A-n77C,CA_n77CCA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n2A-n77CCA_n5A-n48ACA_n5A-n77ACA_n5A-n77C,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n5B-n48A-n77C,CA_n5BCA_n77CCA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n2A-n77CCA_n5A-n48ACA_n5A-n77ACA_n5A-n77C,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n5A-n48B-n77A,"n775,6",n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n48,CA_n48B_BCS2,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n775,6CA_n2A-n5ACA_n2A-n48ACA_n2A-n77A5CA_n5A-n48ACA_n5A-n77A5",n2,"5, 10, 15, 20, 25, 30, 40",1
,,n5,"5, 10, 15, 20, 25",
,,n48,CA_n48B_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,"5, 10, 15, 20, 25, 30, 40",2
,,n5,"5, 10, 15, 20, 25",
,,n48,CA_n48B_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,"5, 10, 15, 20, 25, 30, 40",3
,,n5,"5, 10, 15, 20, 25",
,,n48,CA_n48B_BCS2,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n48BCA_n2A-n5ACA_n2A-n48ACA_n2A-n48BCA_n2A-n77ACA_n5A-n48ACA_n5A-n48BCA_n5A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5A-n48B-n77A,CA_n48BCA_n2A-n5ACA_n2A-n48ACA_n2A-n48BCA_n2A-n77ACA_n5A-n48ACA_n5A-n48BCA_n5A-n77A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5B-n48B-n77A,CA_n5BCA_n48BCA_n2A-n5ACA_n2A-n48ACA_n2A-n48BCA_n2A-n77ACA_n5A-n48ACA_n5A-n48BCA_n5A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n48,CA_n48B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5A-n48B-n77C,CA_n48BCA_n77CCA_n2A-n5ACA_n2A-n48ACA_n2A-n48BCA_n2A-n77ACA_n2A-n77CCA_n5A-n48ACA_n5A-n48BCA_n5A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,CA_n5A-n77C,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48B_BCS 4 and 5,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n5A-n48(2A)-n77A,"n775,6",n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n48,CA_n48(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n775,6CA_n2A-n5ACA_n2A-n48ACA_n2A-n77A5CA_n5A-n48ACA_n5A-n77A5",n2,"5, 10, 15, 20, 25, 30, 40",1
,,n5,"5, 10, 15, 20, 25",
,,n48,CA_n48(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,"5, 10, 15, 20, 25, 30, 40",2
,,n5,"5, 10, 15, 20, 25",
,,n48,CA_n48(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n5A-n48ACA_n5A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5A-n48(2A)-n77C,CA_n77CCA_n2A-n5ACA_n2A-n48ACA_n2A-n77ACA_n2A-n77CCA_n5A-n48ACA_n5A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,CA_n5A-n77C,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48(2A)_BCS 4 and 5,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n5A-n66A-n77A,"n775,6CA_n2A-n5ACA_n2A-n66ACA_n2A-n77A5CA_n5A-n66ACA_n5A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n5A-n66ACA_n5A-n77ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5B-n66A-n77A,CA_n5BCA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n5A-n66ACA_n5A-n77ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5B-n66(2A)-n77A,CA_n5BCA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n5A-n66ACA_n5A-n77ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5A-n66A-n77A,"n775,6CA_n2A-n5ACA_n2A-n66ACA_n2A-n77A5CA_n5A-n66ACA_n5A-n77A5CA_n66A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n5,"5, 10, 15, 20",
,,n66,"5, 10, 15, 20, 25, 30,40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n5A-n66ACA_n5A-n77ACA_n66A-n77A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5A-n66(2A)-n77A,CA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n5A-n66ACA_n5A-n77ACA_n66A-n77A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5B-n66A-n77A,CA_n5BCA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n5A-n66ACA_n5A-n77ACA_n66A-n77A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5A-n66A-n77C,CA_n77CCA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n2A-n77CCA_n5A-n66ACA_n5A-n77ACA_n5A-n77CCA_n66A-n77ACA_n66A-n77C,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n5A-n66(2A)-n77A,"n775,6CA_n2A-n5ACA_n2A-n66ACA_n2A-n77A5CA_n5A-n66ACA_n5A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n5A-n66ACA_n5A-n77ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5A-n66A-n77(2A),"n775,6CA_n2A-n5ACA_n2A-n66ACA_n2A-n77A5CA_n5A-n66ACA_n5A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n2A-n5A-n66(2A)-n77(2A),"n775,6CA_n2A-n5ACA_n2A-n66ACA_n2A-n77A5CA_n5A-n66ACA_n5A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
CA_n2(2A)-n5A-n66A-n77(2A),"n775,6CA_n2A-n5ACA_n2A-n66ACA_n2A-n77A5CA_n5A-n66ACA_n5A-n77A5CA_n66A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n5,"5, 10, 15, 20",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n5A-n66A-n77C,"n775,6CA_n77CCA_n2A-n5ACA_n2A-n66ACA_n2A-n77A5CA_n5A-n77A5CA_n5A-n66ACA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS1,
,CA_n77CCA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n2A-n77CCA_n5A-n77ACA_n5A-n77CCA_n5A-n66ACA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,CA_n66A-n77C,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n5A-n66(2A)-n77C,CA_n77CCA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n2A-n77CCA_n5A-n77ACA_n5A-n66ACA_n5A-n77CCA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,CA_n66A-n77C,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n5B-n66A-n77C,CA_n5BCA_n77CCA_n2A-n5ACA_n2A-n66ACA_n2A-n77ACA_n2A-n77CCA_n5A-n66ACA_n5A-n77ACA_n5A-n77CCA_n66A-n77A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,CA_n66A-n77C,n5,CA_n5B_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS 4 and 5,
CA_n2A-n12A-n30A-n66A,CA_n2A-n12ACA_n2A-n30ACA_n2A-n66ACA_n12A-n30ACA_n12A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n12,"5, 10, 15",
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n2(2A)-n12A-n30A-n66A,CA_n2A-n12ACA_n2A-n30ACA_n2A-n66ACA_n12A-n30ACA_n12A-n66ACA_n30A-n66A,n2,CA_n2(2A)_BCS0,0
,,n12,"5, 10, 15",
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n2A-n12A-n30A-n66(2A),CA_n2A-n12ACA_n2A-n30ACA_n2A-n66ACA_n12A-n30ACA_n12A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n12,"5, 10, 15",
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS1,
CA_n2A-n12A-n30A-n77A,"n775,6CA_n2A-n12ACA_n2A-n30ACA_n2A-n77A5CA_n12A-n30ACA_n12A-n77A5CA_n30A-n77A5",n2,"5, 10, 15, 20",0
,,n12,"5, 10, 15",
,,n30,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2(2A)-n12A-n30A-n77A,"n775,6CA_n2A-n12ACA_n2A-n30ACA_n2A-n77A5CA_n12A-n30ACA_n12A-n77A5CA_n30A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n12,"5, 10, 15",
,,n30,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n12A-n30A-n77(2A),"n775,6CA_n2A-n12ACA_n2A-n30ACA_n2A-n77A5CA_n12A-n30ACA_n12A-n77A5CA_n30A-n77A5",n2,"5, 10, 15, 20",0
,,n12,"5, 10, 15",
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
CA_n2(2A)-n12A-n30A-n77(2A),"n775,6CA_n2A-n12ACA_n2A-n30ACA_n2A-n77A5CA_n12A-n30ACA_n12A-n77A5CA_n30A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n12,"5, 10, 15",
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n12A-n66A-n77A,"n775,6CA_n2A-n12ACA_n2A-n66ACA_n2A-n77A5CA_n12A-n66ACA_n12A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n12,"5, 10, 15",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2(2A)-n12A-n66A-n77A,"n775,6CA_n2A-n12ACA_n2A-n66ACA_n2A-n77A5CA_n12A-n66ACA_n12A-n77A5CA_n66A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n12,"5, 10, 15",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n12A-n66(2A)-n77A,"n775,6CA_n2A-n12ACA_n2A-n66ACA_n2A-n77A5CA_n12A-n66ACA_n12A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n12,"5, 10, 15",
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n12A-n66A-n77(2A),"n775,6CA_n2A-n12ACA_n2A-n66ACA_n2A-n77A5CA_n12A-n66ACA_n12A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n12,"5, 10, 15",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n12A-n66(2A)-n77(2A),"n775,6CA_n2A-n12ACA_n2A-n66ACA_n2A-n77A5CA_n12A-n66ACA_n12A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n12,"5, 10, 15",
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
CA_n2(2A)-n12A-n66A-n77(2A),"n775,6CA_n2A-n12ACA_n2A-n66ACA_n2A-n77A5CA_n12A-n66ACA_n12A-n77A5CA_n66A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n12,"5, 10, 15",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n14A-n30A-n66A,CA_n2A-n14ACA_n2A-n30ACA_n2A-n66ACA_n14A-n30ACA_n14A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n14A-n30A-n66A,CA_n2A-n14ACA_n2A-n30ACA_n2A-n66ACA_n14A-n30ACA_n14A-n66ACA_n30A-n66A,n2,CA_n2(2A)_BCS0,0
,,n14,"5, 10",
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n2A-n14A-n30A-n66(2A),CA_n2A-n14ACA_n2A-n30ACA_n2A-n66ACA_n14A-n30ACA_n14A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS1,
CA_n2A-n14A-n30A-n77A,"n775,6CA_n2A-n14ACA_n2A-n30ACA_n2A-n77A5CA_n14A-n30ACA_n14A-n77A5CA_n30A-n77A5",n2,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n30,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n14A-n30A-n77A,"n775,6CA_n2A-n14ACA_n2A-n30ACA_n2A-n77A5CA_n14A-n30ACA_n14A-n77A5CA_n30A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n14,"5, 10",
,,n30,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n14A-n30A-n77(2A),"n775,6CA_n2A-n14ACA_n2A-n30ACA_n2A-n77A5CA_n14A-n30ACA_n14A-n77A5CA_n30A-n77A5",n2,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n2(2A)-n14A-n30A-n77(2A),"n775,6CA_n2A-n14ACA_n2A-n30ACA_n2A-n77A5CA_n14A-n30ACA_n14A-n77A5CA_n30A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n14,"5, 10",
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n14A-n66A-n77A,"n775,6CA_n2A-n14ACA_n2A-n66ACA_n2A-n77A5CA_n14A-n66ACA_n14A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n14A-n66A-n77A,"n775,6CA_n2A-n14ACA_n2A-n66ACA_n2A-n77A5CA_n14A-n66ACA_n14A-n77A5CA_n66A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n14,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n14A-n66(2A)-n77A,"n775,6CA_n2A-n14ACA_n2A-n66ACA_n2A-n77A5CA_n14A-n66ACA_n14A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n14A-n66A-n77(2A),"n775,6CA_n2A-n14ACA_n2A-n66ACA_n2A-n77A5CA_n14A-n66ACA_n14A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n2A-n14A-n66(2A)-n77(2A),"n775,6CA_n2A-n14ACA_n2A-n66ACA_n2A-n77A5CA_n14A-n66ACA_n14A-n77A5CA_n66A-n77A5",n2,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
CA_n2(2A)-n14A-n66A-n77(2A),"n775,6CA_n2A-n14ACA_n2A-n66ACA_n2A-n77A5CA_n14A-n66ACA_n14A-n77A5CA_n66A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n14,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n29A-n30A-n66A,CA_n2A-n30ACA_n2A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n2(2A)-n29A-n30A-n66A,CA_n2A-n30ACA_n2A-n66ACA_n30A-n66A,n2,CA_n2(2A)_BCS0,0
,,n29,"5, 10",
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n2A-n29A-n30A-n66(2A),CA_n2A-n30ACA_n2A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS1,
CA_n2A-n29A-n30A-n77A,"n775,6CA_n2A-n30ACA_n2A-n77A5CA_n30A-n77A5",n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n30,"5, 10",
,,n77,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2(2A)-n29A-n30A-n77A,"n775,6CA_n2A-n30ACA_n2A-n77A5CA_n30A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n29,"5, 10",
,,n30,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n29A-n30A-n77(2A),"n775,6CA_n2A-n30ACA_n2A-n77A5CA_n30A-n77A5",n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
CA_n2(2A)-n29A-n30A-n77(2A),"n775,6CA_n2A-n30ACA_n2A-n77A5CA_n30A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n29,"5, 10",
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
