NR CA configuration,Uplink CA configurationor single uplink carrier6,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
CA_n3(2A)-n7(2A)-n8A,CA_n3A-n7ACA_n3A-n8ACA_n7A-n8A,n3,CA_n3(2A)_BCS0,0
,,n7,CA_n7(2A)_BCS0,
,,n8,"5, 10, 15, 20",
CA_n3A-n7A-n20A,n37n77CA_n3A-n7A7CA_n3A-n20A7CA_n7A-n20A7,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,See n7 channel bandwidths in Table 5.3.5-1,
,,n20,See n20 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n26A,n77n267CA_n3A-n26ACA_n3A-n7ACA_n7A-n26A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n26,"5, 10, 15, 20",
CA_n3A-n7A-n26(2A),n77n267CA_n3A-n26ACA_n3A-n7ACA_n7A-n26ACA_n26(2A),n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
CA_n3A-n7B-n26A,n77n267CA_n3A-n26ACA_n3A-n7ACA_n7A-n26ACA_n7B,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20",
CA_n3A-n7B-n26(2A),n77n267CA_n3A-n26ACA_n3A-n7ACA_n7A-n26ACA_n7BCA_n26(2A),n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
CA_n3B-n7A-n26A,n77n267CA_n3A-n7ACA_n3A-n26ACA_n7A-n26A,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
,n77n267CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
CA_n3B-n7A-n26(2A),n77n267CA_n3A-n7ACA_n3A-n26ACA_n7A-n26ACA_n26(2A),n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,n77n267CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
CA_n3B-n7B-n26A,n77n267CA_n3A-n7ACA_n3A-n26ACA_n7A-n26ACA_n7B,n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
,n77n267CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
CA_n3B-n7B-n26(2A),n77n267CA_n3A-n7ACA_n3A-n26ACA_n7A-n26ACA_n7BCA_n26(2A),n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,n77n267CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
CA_n3A-n7A-n28A,n37n77,n3,"5, 10, 15, 20, 25, 30",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20",
,n37n77CA_n3A-n7A7CA_n3A-n28A7CA_n7A-n28A7,n3,"5, 10, 15, 20, 25, 30, 40",1
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20",
,,n3,"5, 10, 15, 20, 25, 30, 40, 50",2
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7B-n28A,n77,n3,"5, 10, 15, 20, 25, 30",0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,n77CA_n3A-n7ACA_n3A-n28ACA_n7A-n28ACA_n7B,n3,"5, 10, 15, 20, 25, 30, 40, 50",1
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
CA_n3B-n7A-n28A,n77CA_n3A-n7ACA_n3A-n28ACA_n7A-n28A,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20",
,n77CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n28,"5, 10, 15, 20, 25, 30",
CA_n3B-n7B-n28A,n77CA_n7BCA_n3A-n7ACA_n3A-n28ACA_n7A-n28A,n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,n77CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20, 25, 30",
CA_n3A-n7A-n38A10,-,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n38,"5, 10, 15, 20, 25, 30, 40",
CA_n3B-n7A-n38A10,-,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n38,"5, 10, 15, 20, 25, 30, 40",
CA_n3(2A)-n7A-n38A10,-,n3,CA_n3(2A)_BCS1,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n38,"5, 10, 15, 20, 25, 30, 40",
CA_n3A-n7A-n40A,CA_n3A-n7ACA_n3A-n40ACA_n7A-n40A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n67A,CA_n3A-n7A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n67,"5, 10, 15, 20",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n75A,CA_n3A-n7A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n77A,CA_n3A-n7ACA_n3A-n77ACA_n7A-n77A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n77(2A),CA_n77(2A)CA_n3A-n7ACA_n3A-n77ACA_n7A-n77A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n3A-n7A-n78A,"n37n77n787,9CA_n3A-n7A7CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n3,"5, 10, 15, 20, 25, 30",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 90, 100",
,,n3,"5, 10, 15, 20, 25, 30, 40",1
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 704, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n78C,"n77n787,9CA_n78C7CA_n3A-n7ACA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,CA_n78C_BCS1,
CA_n3A-n7A-n78(A-C),CA_n78CCA_n3A-n7ACA_n3A-n78ACA_n7A-n78A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n78,CA_n78(A-C)_BCS1,
CA_n3A-n7B-n78A,"n77n787,9",n3,"5, 10, 15, 20, 25, 30",0
,"CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n7,CA_n7B_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 90, 100",
,"n77n787,9CA_n3A-n7ACA_n3A-n78A7,13,14CA_n7A-n78A7,13,14CA_n7B",n3,"5, 10, 15, 20, 25, 30, 40",1
,,n7,CA_n7B_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 704, 80, 90, 100",
CA_n3A-n7B-n78(2A),"n77n787,9CA_n3A-n7ACA_n3A-n78A7,13,14CA_n7A-n78A7,13,14CA_n7B",n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,CA_n78(2A) 7,n7,CA_n7B_BCS0,
,,n78,CA_n78(2A)_BCS0,
,n77CA_n78(2A),n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,"CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n7,CA_n7B_BCS4 and 5,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3A-n7B-n78C,"n77n787,9CA_n3A-n7ACA_n3A-n78A7,13,14CA_n7A-n78A7,13,14CA_n7BCA_n78C7",n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,CA_n7B_BCS0,
,,n78,CA_n78C_BCS1,
CA_n3A-n7A-n78(2A),"n37n77n787,9CA_n78(2A)7CA_n3A-n7A7CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,CA_n78(2A)_BCS2,
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3A-n7(2A)-n78A,CA_n3A-n7ACA_n3A-n78ACA_n7A-n78A,n3,"5, 10, 15, 20, 25, 30",0
,,n7,CA_n7(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n7A-n78A,"n77n787,9CA_n3A-n7ACA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,n77CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n7A-n78(2A),"n77n787,9CA_n78(2A)7CA_n3A-n7ACA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n78,CA_n78(2A)_BCS0,
,n77CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n78,CA_n78(2A)_BCS2,
,n77CA_n78(2A),n3,CA_n3B_BCS4 and 5,4 and 5
,"CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n7,n7 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3B-n7A-n78C,"n77n787,9CA_n3A-n7ACA_n3A-n78A7,13,14CA_n7A-n78A7,13,14CA_n78C7",n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n78,CA_n78C_BCS1,
,n77CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n78,CA_n78C_BCS1,
CA_n3B-n7B-n78A,"n77n787,9CA_n3A-n7ACA_n3A-n78A7,13,14CA_n7A-n78A7,13,14CA_n7B",n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,n77CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n7,CA_n7B_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n7B-n78(2A),"n77n787,9CA_n3A-n7ACA_n3A-n78A7,13,14CA_n7A-n78A7,13,14CA_n7B",n3,CA_n3B_BCS0,0
,CA_n78(2A) 7,n7,CA_n7B_BCS0,
,,n78,CA_n78(2A)_BCS0,
,n77CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n7,CA_n7B_BCS0,
,,n78,CA_n78(2A)_BCS2,
,n77CA_n78(2A),n3,CA_n3B_BCS4 and 5,4 and 5
,"CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n7,CA_n7B_BCS4 and 5,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3B-n7B-n78C,"n77n787,9CA_n3A-n7ACA_n3A-n78A7,13,14CA_n7A-n78A7,13,14CA_n7BCA_n78C7",n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n78,CA_n78C_BCS0,
,n77CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n7A-n78A7,13,14",n7,CA_n7B_BCS0,
,,n78,CA_n78C_BCS1,
CA_n3(2A)-n7A-n78A,CA_n3A-n7ACA_n3A-n78ACA_n7A-n78A,n3,CA_n3(2A)_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3(2A)-n7(2A)-n78A,CA_n3A-n7ACA_n3A-n78ACA_n7A-n78A,n3,CA_n3(2A)_BCS0,0
,,n7,CA_n7(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n7A-n79A,CA_n3A-n7ACA_n3A-n79A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n79,"40, 50, 60, 70, 80, 90, 100",
CA_n3A-n7A-n79C,-,n3,"5, 10, 15, 20, 25, 30",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n79,CA_n79C_BCS0,
CA_n3B-n7A-n79A,-,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n79,"40, 50, 60, 70, 80, 90, 100",
CA_n3(2A)-n7A-n79A,-,n3,CA_n3(2A)_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n79,"40, 50, 60, 70, 80, 90, 100",
CA_n3B-n7A-n79C,-,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n79,CA_n79C_BCS0,
CA_n3(2A)-n7A-n79C,-,n3,CA_n3(2A)_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n79,CA_n79C_BCS0,
CA_n3A-n7A-n105A,CA_n3A-n7ACA_n3A-n105A,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,CA_n7A-n105A,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n3A-n8A-n28A,CA_n3A-n8ACA_n3A-n28ACA_n8A-n28A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n8,"5, 10, 15, 20, 35",
,,n28,"5, 10, 15, 20, 30",
CA_n3A-n8A-n39A,-,n3,"5, 10, 15, 20, 25, 30",0
,,n8,"5, 10, 15, 20",
,,n39,"5, 10, 15, 20, 25, 30, 35, 40",
CA_n3A-n8A-n40A,CA_n3A-n8ACA_n3A-n40ACA_n8A-n40A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
CA_n3A-n8A-n41A,CA_n3A-n8ACA_n3A-n41ACA_n8A-n41A,n3,"5, 10, 15, 20, 25, 30",0
,,n8,"5, 10, 15, 20",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
CA_n3A-n8A-n77A,-,n3,"5, 10, 15, 20, 25, 30",0
,,n8,"5, 10, 15, 20",
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
CA_n3A-n8A-n77(2A),-,n3,"5, 10, 15, 20, 25, 30",0
,,n8,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS1,
CA_n3A-n8A-n78A,CA_n3A-n8ACA_n3A-n78ACA_n8A-n78A,n3,"5, 10, 15, 20, 25, 30",0
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n8A-n78(2A),CA_n3A-n8ACA_n3A-n78ACA_n8A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n3(2A)-n8A-n78A,CA_n3A-n8ACA_n3A-n78ACA_n8A-n78A,n3,CA_n3(2A)_BCS0,0
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3(2A)-n8A-n78C,CA_n3A-n8ACA_n3A-n78ACA_n3A-n78CCA_n8A-n78ACA_n8A-n78C,n3,CA_n3(2A)_BCS0,0
,,n8,"5, 10, 15, 20",
,,n78,CA_n78C_BCS0,
CA_n3A-n8A-n78C,CA_n78CCA_n3A-n8ACA_n3A-n78ACA_n3A-n78CCA_n8A-n78ACA_n8A-n78C,n3,"5,10,15,20,25,30,35,40,45,50",4 and 5
,,n8,"5,10,15,20",
,,n78,CA_n78C_BCS 4 and 5,
CA_n3A-n8A-n79A,CA_n3A-n8ACA_n3A-n79ACA_n8A-n79A,n3,"5, 10, 15, 20, 25, 30",0
,,n8,"5, 10, 15, 20",
,,n79,"40, 50, 60, 80, 100",
CA_n3A-n18A-n28A,CA_n3A-n18ACA_n3A-n28ACA_n18A-n28A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n18,"5, 10, 15",
,,n28,"5, 10",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n18,n18 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
CA_n3A-n18A-n41A,"n417,9CA_n3A-n41A7,9CA_n3A-n18ACA_n18A-n41A7,9",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n18,"5, 10, 15",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,"n417,9CA_n3A-n41A7,9CA_n3A-n18ACA_n18A-n41A7,9",n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n18,n18 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
CA_n3A-n18A-n77A,"n777,9CA_n3A-n18ACA_n3A-n77A7,9CA_n18A-n77A7,9",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n18,"5, 10, 15",
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,"n777,9CA_n3A-n18ACA_n3A-n77A7,9CA_n18A-n77A7,9",n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n18,n18 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n3A-n18A-n77(2A),"n777,9CA_n3A-n18ACA_n3A-n77A7,9CA_n18A-n77A7,9CA_n77(2A)7",n3,"5, 10, 15, 20",0
,,n18,"5, 10, 15",
,,n77,CA_n77(2A)_BCS1,
,"n777,9CA_n3A-n18ACA_n3A-n77A7,9CA_n18A-n77A7,9",n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n18,n18 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n3A-n18A-n77(3A),"n777,9CA_n3A-n18ACA_n3A-n77A7CA_n18A-n77A7CA_n77(2A)",n3,"5, 10, 15, 20",0
,,n18,"5, 10, 15",
,,n77,CA_n77(3A)_BCS1,
CA_n3A-n20A-n67A,n37CA_n3A-n20A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n20,"5, 10, 15, 20",
,,n67,"5, 10, 15, 20",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
CA_n3A-n20A-n28A17,CA_n3A-n20ACA_n3A-n28ACA_n20A-n28A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n20,"5, 10, 15, 20",
,,n28,"5, 10, 15, 20, 30",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
CA_n3A-n20A-n41A,CA_n3A-n20ACA_n3A-n41ACA_n20A-n41A,n3,"5, 10, 15, 20, 25, 30, 45, 40, 45, 50",0
,,n20,"5, 10, 15, 20",
,,n41,"10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
CA_n3A-n20A-n71A,CA_n3A-n20ACA_n3A-n71ACA_n20A-n71A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n20,"5, 10, 15, 20",
,,n71,"5, 10, 15, 20",
CA_n3A-n20A-n75A,CA_n3A-n20A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
CA_n3A-n20A-n77A,CA_n3A-n20ACA_n3A-n77ACA_n20A-n77A,n3,"5,10,15,20,25,30,35,40,45,50",0
,,n20,"5,10,15,20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n20A-n77(2A),CA_n3A-n20ACA_n3A-n77ACA_n20A-n77A,n3,"5,10,15,20,25,30,35,40,45,50",0
,,n20,"5,10,15,20",
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n3A-n20A-n78A,CA_n3A-n20ACA_n3A-n78ACA_n20A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n20,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n20A-n78(2A),CA_n3A-n20ACA_n3A-n78ACA_n20A-n78ACA_n78(2A),n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,See n20 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3A-n26A-n78A,"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n26A-n78(2A),"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14CA_n78(2A)7",n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS0,
,CA_n78(2A),n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,"CA_n3A-n78A7,13,14CA_n26A-n78A7,13,14",n26,n26 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3A-n26A-n78C,"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14CA_n78C7",n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS0,
CA_n3A-n26A-n78(A-C),CA_n78CCA_n3A-n26ACA_n3A-n78ACA_n26A-n78A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(A-C)_BCS1,
CA_n3A-n26(2A)-n78A,"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14CA_n26(2A)",n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n26(2A)-n78(2A),"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14CA_n26(2A)CA_n78(2A)7",n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
CA_n3A-n26(2A)-n78C,"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14CA_n26(2A)CA_n78C7",n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS0,
CA_n3B-n26A-n78A,"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14",n3,CA_n3B_BCS0,0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,n267CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n26A-n78A7,13,14CA_n3A-n78A7,13,14",n26,"5, 10, 15, 20, 25, 30",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n26A-n78(2A),"n267n787,9CA_n3A-n26ACA_n3A-n78A7,13,14CA_n26A-n78A7,13,14CA_n78(2A)7",n3,CA_n3B_BCS0,0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS0,
,n267CA_n3B,n3,CA_n3B_BCS1,1
,"CA_n3A-n78A7,13,14CA_n26A-n78A7,13,14",n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS2,
,n267CA_n78(2A),n3,CA_n3B_BCS4 and 5,4 and 5
,,n26,n26 channel bandwidths in Table 5.3.5-1,
