NR CA configuration,Uplink CA configurationor single uplink carrier 4,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
CA_n41(2A)-n66(2A)-n71A-n77A,"n415,6n665n715n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66(2A)-n71A-n77A,"n415,6n665n715n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,CA_n66(2A)_BCS1,
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66(2A)-n71(2A)-n77A,"n415,6n66A5n71A5n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66(2A)-n71B-n77A,"n415,6n665n715n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66A-n71A-n77(2A),"n415,6n775,6CA_n41A-n66A5CA_n41A-n77A5CA_n41A-n71A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41A-n66A-n71A-n78A,CA_n41A-n66ACA_n41A-n71ACA_n41A-n78ACA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n41A-n66(2A)-n71A-n78A,CA_n41A-n66ACA_n41A-n71ACA_n41A-n78ACA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,CA_n66(2A)_BCS1,
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n41A-n66A-n71A-n78(2A),CA_n41A-n66ACA_n41A-n71ACA_n41A-n78ACA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n41A-n66(2A)-n71A-n78(2A),CA_n41A-n66ACA_n41A-n71ACA_n41A-n78ACA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,CA_n66(2A)_BCS1,
,,n71,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n41A-n66A-n71A-n85A,CA_n41A-n66ACA_n41A-n71ACA_n41A-n85ACA_n66A-n71ACA_n66A-n85A,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66A-n77A-n85A,CA_n41A-n66ACA_n41A-n77ACA_n41A-n85ACA_n66A-n77ACA_n66A-n85ACA_n77A-n85A,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n48A-n66A-n70A-n71A,CA_n48A-n66ACA_n48A-n70ACA_n48A-n71ACA_n66A-n71ACA_n70A-n71A,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40",
,,n70,"5, 10, 15, 20, 25",
,,n71,"5, 10, 15, 20",
CA_n48A-n66A-n70A-n77A,CA_n48A-n66ACA_n48A-n70ACA_n66A-n77ACA_n70A-n77A,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40",
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n66(2A)-n70A-n77A,CA_n48A-n66ACA_n48A-n70ACA_n66A-n77ACA_n70A-n77A,n48,"5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,CA_n66(2A)_BCS0,
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(2A)-n66(2A)-n70A-n77A,CA_n48A-n66ACA_n48A-n70ACA_n66A-n77ACA_n70A-n77A,n48,CA_n48(2A)_BCS1,0
,,n66,CA_n66(2A)_BCS1,
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n66(3A)-n70A-n77A,CA_n48A-n66ACA_n48A-n70ACA_n66A-n77ACA_n70A-n77A,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",0
,,n66,CA_n66(3A)_BCS0,
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(2A)-n66A-n70A-n77A,CA_n48A-n66ACA_n48A-n70ACA_n66A-n77ACA_n70A-n77A,n48,CA_n48(2A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40",
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(3A)-n66A-n70A-n77A,CA_n48A-n66ACA_n48A-n70ACA_n66A-n77ACA_n70A-n77A,n48,CA_n48(3A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40",
,,n70,"5, 10, 15, 20, 25",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n66A-n71A-n77A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40",
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(2A)-n66A-n71A-n77A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n48,CA_n48(2A)_BCS1,0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40",
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(2A)-n66A-n71(2A)-n77A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n48,CA_n48(2A)_BCS1,0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40",
,,n71,CA_n71(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n66(2A)-n71A-n77A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",0
,,n66,CA_n66(2A)_BCS0,
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",1
,,n66,CA_n66(2A)_BCS1,
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n66(3A)-n71A-n77A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",0
,,n66,CA_n66(3A)_BCS0,
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n66A-n71(2A)-n77A,CA_n48A-n66ACA_n48A-n71ACA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40",
,,n71,CA_n71(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n70A-n71A-n77A,CA_n48A-n70ACA_n48A-n71ACA_n70A-n71ACA_n70A-n77ACA_n71A-n77A,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",0
,,n70,"5, 10, 15, 20, 25",
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(2A)-n70A-n71A-n77A,CA_n48A-n70ACA_n48A-n71ACA_n70A-n71ACA_n70A-n77ACA_n71A-n77A,n48,CA_n48(2A)_BCS1,0
,,n70,"5, 10, 15, 20, 25",
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48A-n70A-n71(2A)-n77A,CA_n48A-n70ACA_n48A-n71ACA_n70A-n71ACA_n70A-n77ACA_n71A-n77A,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",0
,,n70,"5, 10, 15, 20, 25",
,,n71,CA_n71(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n48(2A)-n70A-n71(2A)-n77A,CA_n48A-n70ACA_n48A-n71ACA_n70A-n71ACA_n70A-n77ACA_n71A-n77A,n48,CA_n48(2A)_BCS1,0
,,n70,"5, 10, 15, 20, 25",
,,n71,CA_n71(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n66A-n70A-n71A-n77A,CA_n66A-n71ACA_n66A-n77ACA_n70A-n71ACA_n70A-n77ACA_n71A-n77A,n66,"5, 10, 15, 20, 25, 30, 35, 40",0
,,n70,"5, 10, 15, 20, 25",
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
