NR CA configuration,Uplink CA configurationor single uplink carrier6,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
,,n39,See n39 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in Table 5.3.5-1,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n39A-n41A-n79C,CA_n39A-n41ACA_n39A-n79ACA_n41A-n79A,n39,See n39 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in Table 5.3.5-1,
,,n79,CA_n79C_BCS 4 and 5,
CA_n39A-n41C-n79A,CA_n39A-n41ACA_n39A-n79ACA_n41A-n79A,n39,See n39 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,CA_n41C_BCS 4 and 5,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n40A-n41A-n75A,-,n40,See n40  channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in Table 5.3.5-1,
,,n75,See n75 channel bandwidths in Table 5.3.5-1,
CA_n40A-n41A-n77A18,-,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,"n407,9n417,9n777,9CA_n40A-n41A7,9CA_n40A-n77A7,9CA_n41A-n77A7,9",n40,n40 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,n41 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n40A-n41B-n77A,-,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",0
,,n41,CA_n41B_BCS0,
,,n77,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,"n417,9n777,9CA_n40A-n41A7,9CA_n40A-n77A7,9CA_n41A-n77A7,9",n40,n40 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,CA_n41B_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n40A-n41A-n79A,CA_n40A-n41ACA_n40A-n79ACA_n41A-n79A,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 100",
,,n79,", 40, 50, 60, 80, 100",
,,n40,"5, 10, 15, 20, 25, 30, 40",1
,,n41,"10, 15, 20, 40, 50, 60",
,,n79,", 40, 50, 60, 80, 100",
,,n40,See n40  channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,See n41 channel bandwidths in Table 5.3.5-1,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n40A-n41C-n79A,CA_n41CCA_n41A-n79ACA_n40A-n41ACA_n40A-n79A,n40,See n40 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,CA_n41C_BCS4 and 5,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n40A-n71A-n77A,CA_n40A-n71ACA_n40A-n77ACA_n71A-n77A,n40,n40 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n40A-n71A-n77(2A),CA_n40A-n71ACA_n40A-n77ACA_n71A-n77A,n40,n40 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n40A-n78A-n79A,CA_n40A-n78ACA_n40A-n79ACA_n78A-n79A,n40,n40 channel bandwidths in Table 5.3.5-1,4 and 5
,,n78,n78 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n40A-n78A-n105A,CA_n40A-n78ACA_n40A-n105ACA_n78A-n105A,n40,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n41A-n66A-n70A,CA_n41A-n66ACA_n41A-n70A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,"10, 15, 20, 25, 30, 40",
,,n70,"5, 10, 15, 201, 251",
CA_n41A-n66A-n71A,"n417,9n667n717CA_n41A-n71A7,9,13,14CA_n41A-n66A7,9,13,14CA_n66A-n71A7,13",n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 40",
,,n71,"5, 10, 15, 20",
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66A-n71B,"n417,9n667n717CA_n41A-n66A7,13,14CA_n41A-n71A7,13,14CA_n66A-n71A7",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,CA_n71B_BCS2,
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
CA_n41A-n66A-n71(2A),"n417,9n667n717CA_n41A-n66A7,13,14CA_n41A-n71A7,13,14CA_n66A-n71A7",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,CA_n71(2A)_BCS0,
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n41A-n66(2A)-n71A,"n417,9n667n717CA_n41A-n66A7,13,14CA_n66A-n71A7CA_n41A-n71A7,13,14",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,CA_n66(2A)_BCS1,
,,n71,"5, 10, 15, 20",
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66(2A)-n71B,"n417,9n667n717CA_n41A-n66A7CA_n66A-n71A7CA_n41A-n71A7",n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71B_BCS 4 and 5,
CA_n41A-n66(2A)-n71(2A),"n417,9n667n717CA_n41A-n66A7CA_n66A-n71A7CA_n41A-n71A7",n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n41(2A)-n66A-n71A,"n417,9n667n717CA_n41A-n71A7,9CA_n41A-n66A7,9CA_n66A-n71A7",n41,CA_n41(2A)_BCS1,0
,,n66,"5, 10, 15, 20, 40",
,,n71,"5, 10, 15, 20",
,,n41,CA_n41(2A)_BCS1,1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n66A-n71B,"n417,9n667n717CA_n41A-n66A7CA_n41A-n71A7CA_n66A-n71A7",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
CA_n41(2A)-n66A-n71(2A),"n417,9n667n717CA_n41A-n66A7CA_n41A-n71A7CA_n66A-n71A7",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n41(2A)-n66(2A)-n71A,"n417,9n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n66A-n71A7",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n66(2A)-n71(2A),"n417,9n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n66A-n71A7",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n41(2A)-n66(2A)-n71B,"n417,9n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n66A-n71A7",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71B_BCS 4 and 5,
CA_n41(3A)-n66A-n71A,n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n66A-n71A7,n41,CA_n41(3A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n41(3A)-n66(2A)-n71A,"n417,9n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n66A-n71A7",n41,CA_n41(3A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n41(3A)-n66A-n71B,"n417,9n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n66A-n71A7",n41,CA_n41(3A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
CA_n41(3A)-n66A-n71(2A),"n417,9n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n66A-n71A7",n41,CA_n41(3A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n41C-n66A-n71A,"n417,9n667n717CA_n41A-n66A7,9CA_n41C-n66A7,9CA_n41A-n71A7,9CA_n41C-n71A7,9CA_n41C7,9CA_n66A-n71A7",n41,CA_n41C_BCS0,0
,,n66,"5, 10, 15, 20, 40",
,,n71,"5, 10, 15, 20",
,,n41,CA_n41C_BCS1,1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n41C-n66A-n71B,"n417,9n667n717CA_n41A-n66A7CA_n41C-n66ACA_n41A-n71A7CA_n41C-n71ACA_n41C7CA_n66A-n71A7",n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
CA_n41C-n66A-n71(2A),"n417,9n667n717CA_n41A-n66A7CA_n41C-n66ACA_n41A-n71A7CA_n41C-n71ACA_n41C7CA_n66A-n71A7",n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n41C-n66(2A)-n71A,"n417,9n667n717CA_n41A-n66A7CA_n41C-n66ACA_n41A-n71A7CA_n41C-n71ACA_n41C7CA_n66A-n71A7",n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n41C-n66(2A)-n71(2A),"n417,9n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n41C7CA_n41C-n66ACA_n41C-n71ACA_n66A-n71A7",n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n41C-n66(2A)-n71B,"n417,9n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n41C7CA_n41C-n66ACA_n41C-n71ACA_n66A-n71A7",n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71B_BCS 4 and 5,
CA_n41(A-C)-n66A-n71A,"n417,9n667n717CA_n41C7CA_n41A-n71A7CA_n41A-n66A7CA_n41C-n66ACA_n41C-n71ACA_n66A-n71A7",n41,CA_n41(A-C)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n41(A-C)-n66A-n71B,"n417,9n667n717CA_n41A-n66A7CA_n41A-n71A7CA_n41C7CA_n41C-n66ACA_n41C-n71ACA_n66A-n71A7",n41,CA_n41(A-C)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
CA_n41(A-C)-n66A-n71(2A),"n417,9n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n41C7CA_n41C-n66ACA_n41C-n71ACA_n66A-n71A7",n41,CA_n41(A-C)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
CA_n41(A-C)-n66(2A)-n71A,"n417,9n667n717CA_n41A-n71A7CA_n41A-n66A7CA_n41C7CA_n41C-n66ACA_n41C-n71ACA_n66A-n71A7",n41,CA_n41(A-C)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66A-n77A,"n417,9n667n777,9CA_n41A-n66A7,9,13,14CA_n41A-n77A7,9,13.14CA_n66A-n77A7,9,13,14",n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66A-n77(2A),"n417,9n667n777,9CA_n41A-n77A7CA_n41A-n66A7CA_n66A-n77A7",n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41A-n66(2A)-n77A,"n417,9n667n777,9CA_n41A-n66A7,9CA_n41A-n77A7,9CA_n66A-n77A7,9",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66(2A)-n77(2A),"n417,9n777,9CA_n41A-n66A7CA_n41A-n77A7CA_n66A-n77A7",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(2A)-n66A-n77A,"n417,9n667n777,9CA_n41A-n66A7CA_n41A-n77A7,9CA_n66A-n77A7",n41,CA_n41(2A)_BCS1,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n66A-n77(2A),"n417,9n777,9CA_n41A-n66A7CA_n41A-n77A7CA_n66A-n77A7",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(2A)-n66(2A)-n77A,"n417,9n667n777,9CA_n41A-n66A7CA_n41A-n77A7CA_n66A-n77A7",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n66(2A)-n77(2A),CA_n41A-n66ACA_n41A-n77ACA_n66A-n77A,n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(3A)-n66A-n77A,"n417,9n667n777,9CA_n41A-n66A7CA_n41A-n77A7CA_n66A-n77A7",n41,CA_n41(3A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(3A)-n66(2A)-n77A,"n417,9n777,9CA_n41A-n66A7CA_n41A-n77A7CA_n66A-n77A7",n41,CA_n41(3A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41C-n66A-n77A,"n417,9n667n777,9CA_n41A-n66A7CA_n41A-n77A7,9CA_n41C7,9CA_n66A-n77A7CA_n41C-n66A7CA_n41C-n77A7,9",n41,CA_n41C_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41C-n66A-n77(2A),"n417,9n777,9CA_n41A-n66A7CA_n41A-n77A7CA_n41C7CA_n66A-n77A7",n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41C-n66(2A)-n77A,"n417,9n667n777,9CA_n41A-n66A7CA_n41A-n77A7CA_n41C7CA_n41C-n66ACA_n41C-n77ACA_n66A-n77A7",n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41C-n66(2A)-n77(2A),CA_n41A-n66ACA_n41A-n77ACA_n41C CA_n66A-n77A,n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(A-C)-n66A-n77A,"n417,9n667n777,9CA_n41A-n66A7CA_n41C-n66ACA_n41A-n77A7CA_n41C-n77ACA_n41C7CA_n66A-n77A7",n41,CA_n41(A-C)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(A-C)-n66(2A)-n77A,"n417,9n777,9CA_n41A-n66A7CA_n41C-n66ACA_n41A-n77A7CA_n41C-n77ACA_n41C7CA_n66A-n77A7",n41,CA_n41(A-C)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66A-n78A,CA_n41A-n66ACA_n41A-n78ACA_n66A-n78A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n41A-n66A-n78(2A),CA_n41A-n66ACA_n41A-n78ACA_n66A-n78A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,CA_n78(2A)_BCS2,
CA_n41A-n66(2A)-n78A,CA_n41A-n66ACA_n41A-n78ACA_n66A-n78A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,CA_n66(2A)_BCS1,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n41A-n66(2A)-n78(2A),CA_n41A-n66ACA_n41A-n78ACA_n66A-n78A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,CA_n66(2A)_BCS1,
,,n78,CA_n78(2A)_BCS2,
CA_n41A-n66A-n85A,CA_n41A-n66ACA_n41A-n85ACA_n66A-n85A,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66(2A)-n85A,CA_n41A-n66ACA_n41A-n85ACA_n66A-n85A,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n66A-n85A,CA_n41A-n66ACA_n41A-n85ACA_n66A-n85A,n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n41C-n66A-n85A,CA_n41A-n66ACA_n41A-n85ACA_n41CCA_n66A-n85A,n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n41A-n70A-n78A,CA_n41A-n70ACA_n41A-n78ACA_n70A-n78A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n70,"5, 10, 15, 20, 25",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n41A-n71A-n77A,"n417,9n717n777,9CA_n41A-n71A7,9,13,14CA_n41A-n77A7,9,13,14CA_n71A-n77A7,9,13,14",n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",1
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n71B-n77A,"n417,9n717n777,9CA_n41A-n71A7,9CA_n41A-n77A7,9CA_n71A-n77A7,9",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n71,CA_n71B_BCS2,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n71B-n77(2A),"n417,9n777,9CA_n41A-n71A7CA_n41A-n77A7CA_n71A-n77A7",n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41A-n71(2A)-n77A,"n417,9n717n777,9CA_n41A-n71A7,9CA_n41A-n77A7,9CA_n71A-n77A7,9",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n71,CA_n71(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n71A-n77(2A),"n417,9n717n777,9CA_n41A-n71A7CA_n41A-n77A7CA_n71A-n77A7",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n71,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(2A)-n71A-n77A,"n417,9n717n777,9CA_n41A-n71A7CA_n41A-n77A7,9CA_n71A-n77A7",n41,CA_n41(2A)_BCS1,0
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n71B-n77A,"n417,9n717n777,9CA_n41A-n71A7CA_n41A-n77A7CA_n71A-n77A7",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n71(2A)-n77A,"n417,9n717n777,9CA_n41A-n71A7CA_n41A-n77A7CA_n71A-n77A7",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n71A-n77(2A),"n417,9n777,9CA_n41A-n71A7CA_n41A-n77A7CA_n71A-n77A7",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(3A)-n71A-n77A,"n417,9n717n777,9CA_n41A-n71A7CA_n41A-n77A7CA_n71A-n77A7",n41,CA_n41(3A)_BCS 4 and 5,4 and 5
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n71(2A)-n77(2A),"n417,9n777,9CA_n41A-n71A7CA_n41A-n77A7CA_n71A-n77A7",n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(2A)-n71B-n77(2A),CA_n41A-n71ACA_n41A-n77ACA_n71A-n77A,n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(2A)-n71(2A)-n77(2A),CA_n41A-n71ACA_n41A-n77ACA_n71A-n77A,n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(3A)-n71B-n77A,"n417,9n777,9CA_n41A-n71A7CA_n41A-n77A7CA_n71A-n77A7",n41,CA_n41(3A)_BCS 4 and 5,4 and 5
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(3A)-n71(2A)-n77A,"n417,9n777,9CA_n41A-n71A7CA_n41A-n77A7CA_n71A-n77A7",n41,CA_n41(3A)_BCS 4 and 5,4 and 5
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
